usuario_id,anio_nacimiento,ciudad,ingreso_estimado,fecha_alta,dias_desde_ultimo_pedido,gasto_restaurantes,gasto_mercados,gasto_bebidas,gasto_farmacia,gasto_kioscos,gasto_premium,pedidos_con_descuento,pedidos_app,pedidos_web,pedidos_local,visitas_app_mes,cupon_hot_sale,cupon_dia_del_amigo,cupon_cyber_monday,cupon_navidad,cupon_finde_largo,reclamo,respuesta_ultima_campania
5734,1974,GBA,1547925.0,2025-11-20,62,46000,36000,2000,2000,4000,1000,1,0,2,4,5,0,0,0,0,0,0,0
8952,1953,Córdoba,1639225.0,2024-11-05,20,397000,288000,38000,20000,46000,70000,2,5,6,10,3,0,0,0,0,0,0,0
11133,1973,GBA,1210800.0,2024-10-18,25,322000,50000,3000,4000,3000,42000,5,1,7,6,8,0,0,0,0,0,0,1
8537,1949,CABA,1816075.0,2025-02-27,9,526000,553000,94000,123000,80000,53000,1,10,3,7,2,1,0,0,0,0,0,1
5184,1995,CABA,870600.0,2026-03-26,76,4000,11000,0,2000,2000,4000,1,0,1,2,6,0,0,0,0,0,0,0
4837,1965,GBA,1783050.0,2025-02-16,25,753000,226000,10000,69000,43000,204000,2,5,8,13,4,0,0,0,0,0,0,0
2678,1990,CABA,860300.0,2025-02-13,89,52000,50000,36000,4000,12000,55000,3,0,5,3,9,0,0,0,0,0,0,0
3725,1961,GBA,2121625.0,2025-05-09,1,1248000,349000,16000,43000,16000,16000,1,4,2,9,4,1,1,0,1,1,0,1
4405,1956,Córdoba,1597875.0,2025-07-30,24,622000,115000,0,30000,7000,15000,2,3,6,12,5,0,0,0,0,0,0,0
6810,1983,CABA,2050625.0,2025-05-28,11,267000,606000,70000,48000,98000,98000,1,2,3,6,1,0,0,0,0,1,0,1
246,1965,CABA,1662000.0,2026-05-31,63,199000,57000,21000,20000,9000,6000,7,1,4,7,4,0,0,0,0,0,0,0
5154,1972,Córdoba,944000.0,2025-08-11,19,26000,13000,10000,2000,3000,0,1,0,2,3,6,0,0,0,0,0,0,0
10383,1966,CABA,1757175.0,2025-04-02,32,295000,482000,120000,121000,35000,40000,1,5,5,10,3,0,0,0,0,0,0,1
10236,1975,Córdoba,779000.0,2025-09-16,32,16000,25000,1000,6000,3000,13000,2,0,2,3,8,0,0,0,0,0,0,0
9937,1979,CABA,1758425.0,2026-01-02,13,187000,149000,43000,25000,81000,91000,1,2,2,12,1,0,0,0,0,0,0,0
8278,1990,GBA,1855350.0,2024-08-26,5,863000,547000,99000,86000,83000,33000,1,2,8,5,5,0,0,0,0,0,0,0
8643,1971,CABA,1748250.0,2025-05-26,4,252000,827000,70000,219000,98000,196000,1,5,4,12,3,0,0,0,0,0,0,0
10701,1973,CABA,1632700.0,2025-09-11,3,713000,264000,80000,120000,0,34000,1,8,7,12,4,1,0,0,0,1,0,0
3507,1970,CABA,1911675.0,2024-08-17,7,676000,426000,44000,210000,161000,58000,2,5,2,5,6,0,0,0,0,0,0,1
10710,1979,CABA,187500.0,2024-08-29,33,5000,3000,0,3000,2000,5000,1,0,1,2,8,0,0,0,0,0,0,0
11092,1961,CABA,677900.0,2026-03-02,13,12000,21000,2000,2000,1000,3000,2,0,2,3,7,0,0,0,0,0,0,0
6379,1949,Córdoba,1189250.0,2025-05-29,98,67000,20000,2000,0,1000,31000,3,2,2,2,7,0,0,0,0,0,0,1
9909,1996,Rosario,187500.0,2024-11-09,70,3000,14000,22000,15000,18000,50000,3,1,3,3,9,0,0,0,0,0,0,1
10232,1963,GBA,1219975.0,2025-11-05,82,174000,81000,6000,28000,18000,24000,3,2,3,7,3,0,0,0,0,0,0,0
1029,1970,GBA,1610325.0,2025-08-01,37,200000,44000,10000,0,5000,20000,1,1,5,5,5,0,0,0,0,0,0,0
9010,1972,Córdoba,2078775.0,2025-02-10,25,968000,842000,42000,137000,147000,210000,1,7,5,10,2,1,0,1,0,1,0,1
4543,1980,CABA,2062425.0,2024-10-31,4,777000,573000,21000,216000,129000,203000,1,7,2,9,4,0,0,0,0,1,0,0
4058,1955,GBA,1532100.0,2025-10-12,1,618000,106000,7000,20000,15000,45000,1,2,11,8,6,0,0,0,1,0,0,0
8369,1987,CABA,455675.0,2024-11-08,86,1000,7000,3000,4000,2000,11000,1,1,0,2,8,0,0,0,0,0,0,0
2874,1988,Rosario,884700.0,2025-03-07,21,6000,7000,3000,4000,4000,8000,1,0,1,3,7,0,0,0,0,0,0,0
10304,1959,CABA,467250.0,2024-12-28,89,6000,7000,4000,23000,1000,19000,1,1,1,2,8,0,0,0,0,0,0,0
6417,1971,Córdoba,2014325.0,2024-10-14,30,829000,430000,92000,60000,138000,15000,1,6,4,13,2,0,0,0,0,0,0,0
8504,1973,CABA,1989825.0,2026-05-12,21,350000,568000,133000,110000,60000,145000,1,6,5,7,2,0,0,0,0,1,0,0
8842,1971,CABA,759300.0,2024-12-25,5,15000,12000,3000,7000,0,7000,3,0,2,3,7,0,0,0,0,0,0,0
5831,1967,CABA,1946750.0,2024-08-22,10,1017000,500000,50000,65000,50000,133000,3,5,5,5,8,1,0,0,1,0,0,1
203,1975,Córdoba,2029225.0,2025-04-14,21,1288000,613000,61000,80000,20000,27000,1,7,5,9,2,0,0,0,0,0,0,0
3138,1956,CABA,2281225.0,2024-10-20,6,1324000,119000,108000,71000,27000,27000,0,9,7,6,4,1,1,0,1,1,0,1
4399,1969,CABA,1717375.0,2026-06-25,31,458000,356000,50000,106000,81000,40000,1,4,4,7,2,0,0,0,0,0,0,0
10757,1967,GBA,710500.0,2025-12-24,39,4000,5000,0,2000,2000,0,1,0,1,2,6,0,0,0,0,0,0,0
9369,1979,Rosario,2204850.0,2026-03-19,19,688000,309000,24000,201000,14000,38000,1,10,11,10,5,1,0,1,0,0,0,1
5959,1968,CABA,897325.0,2024-10-15,84,158000,23000,0,0,0,18000,6,1,3,5,8,0,0,0,0,0,0,0
8659,1952,GBA,1745125.0,2026-01-21,4,750000,174000,10000,13000,71000,20000,2,8,6,11,2,0,0,0,0,0,0,0
4149,1948,GBA,1903500.0,2026-05-13,31,586000,653000,0,17000,66000,26000,1,9,5,6,2,0,0,0,0,0,0,0
531,1954,GBA,1433325.0,2024-09-22,12,941000,397000,58000,76000,14000,176000,11,5,8,9,6,0,0,0,0,0,0,1
5871,1979,Córdoba,610025.0,2024-08-31,25,73000,217000,24000,10000,28000,115000,3,1,6,6,8,0,0,0,0,0,0,0
2552,1955,GBA,1388025.0,2025-10-22,26,416000,26000,0,0,0,4000,9,3,6,6,7,0,0,0,1,0,0,1
8286,1965,GBA,1292925.0,2025-08-20,77,98000,17000,1000,0,1000,5000,1,0,3,4,7,0,0,0,1,0,0,0
1612,1981,GBA,,2025-05-31,18,23000,15000,2000,0,0,7000,2,0,3,3,6,0,0,0,0,0,0,0
7574,1979,GBA,698050.0,2026-05-10,90,11000,13000,4000,2000,0,11000,1,0,2,3,4,0,0,0,0,0,0,0
1000,1961,Córdoba,1872025.0,2025-03-08,3,505000,270000,27000,36000,72000,54000,4,2,9,12,5,0,0,0,0,0,0,0
236,1951,CABA,870950.0,2025-01-19,36,28000,29000,14000,29000,23000,47000,3,1,2,4,6,0,0,0,0,0,0,0
3033,1963,Córdoba,965500.0,2025-05-11,83,112000,44000,22000,34000,17000,89000,1,5,2,3,3,0,0,0,0,0,0,0
6250,1949,GBA,1358900.0,2024-11-19,12,710000,30000,0,20000,15000,0,3,2,11,8,8,0,0,0,0,0,0,1
2499,1958,Rosario,1883550.0,2025-05-06,21,204000,97000,118000,21000,97000,26000,1,2,5,10,4,0,0,0,0,0,0,0
2591,1959,CABA,1908000.0,2026-06-22,10,526000,214000,53000,69000,35000,35000,2,3,6,4,2,0,0,0,0,0,0,0
5289,1975,Rosario,1041450.0,2024-11-09,19,8000,12000,4000,15000,4000,29000,2,1,1,2,4,0,0,0,0,0,0,0
10356,1957,GBA,1035925.0,2024-09-22,94,29000,2000,0,0,0,1000,1,0,1,3,7,0,0,0,0,0,0,0
10127,1965,CABA,1467300.0,2026-04-06,13,301000,61000,7000,4000,11000,11000,1,2,8,4,7,0,0,0,0,0,0,0
10617,1989,Córdoba,274475.0,2026-05-22,69,8000,10000,2000,2000,4000,4000,2,0,3,3,5,0,0,0,0,0,0,0
988,1965,CABA,2029200.0,2026-05-07,32,410000,592000,22000,147000,0,22000,1,4,6,7,3,1,0,0,0,0,0,0
11187,1978,Rosario,662175.0,2025-05-20,68,2000,10000,14000,12000,8000,23000,3,1,2,3,5,0,0,0,0,0,0,0
641,1967,CABA,1301850.0,2026-04-04,37,59000,12000,0,0,0,48000,1,2,2,2,4,0,0,1,0,0,0,0
6357,1959,Rosario,1476300.0,2025-11-17,6,230000,75000,57000,63000,35000,31000,3,1,7,7,5,0,0,0,0,0,0,0
7192,1955,CABA,1643700.0,2025-04-15,24,172000,93000,78000,95000,73000,34000,2,4,2,10,1,0,0,0,0,0,1,0
1991,1967,CABA,1123275.0,2026-01-18,16,78000,11000,0,0,0,7000,1,1,2,3,5,0,0,0,0,0,0,0
8418,1958,Rosario,968525.0,2026-03-30,70,7000,17000,6000,8000,10000,13000,2,0,2,3,7,0,0,0,0,0,0,0
7494,1950,GBA,1071825.0,2025-01-21,64,209000,40000,2000,3000,0,15000,4,1,6,4,8,0,0,0,0,0,0,0
9,1975,Córdoba,1152450.0,2024-08-18,82,57000,27000,0,0,0,36000,4,2,3,2,8,0,0,0,0,0,0,0
2061,1955,CABA,1268425.0,2025-05-11,10,78000,11000,0,0,0,10000,1,0,2,4,6,0,0,0,1,0,0,0
7446,1967,Córdoba,1562825.0,2025-09-09,1,520000,98000,42000,0,42000,14000,2,4,6,10,6,0,0,0,0,0,0,0
8041,1971,GBA,1177775.0,2024-09-08,4,595000,153000,112000,120000,71000,41000,6,2,3,10,9,0,0,0,0,0,0,0
736,1983,CABA,710675.0,2025-03-21,84,18000,19000,3000,3000,3000,6000,2,0,2,3,8,0,0,0,0,0,0,0
8148,1956,Córdoba,1272450.0,2025-01-08,18,285000,242000,114000,55000,28000,135000,13,2,6,12,5,0,0,0,0,0,0,0
8650,1978,CABA,1354050.0,2025-03-18,83,5000,10000,5000,6000,6000,10000,1,0,1,3,4,0,0,0,0,0,0,0
10691,1960,Córdoba,713000.0,2025-06-14,69,11000,10000,2000,0,0,20000,1,1,1,2,6,0,0,0,0,0,0,0
2683,1969,CABA,1310325.0,2025-02-02,20,295000,271000,98000,75000,106000,65000,4,4,6,12,6,0,0,0,0,0,0,0
5011,1963,CABA,1702950.0,2025-10-18,3,595000,123000,23000,10000,23000,154000,2,9,8,4,6,0,0,0,0,0,0,0
1592,1970,CABA,2269125.0,2026-01-24,6,547000,812000,82000,151000,99000,33000,0,6,4,5,1,1,0,0,0,1,0,0
2225,1977,CABA,2064550.0,2026-06-07,16,510000,550000,40000,156000,120000,241000,1,9,4,7,1,1,0,1,0,0,0,1
5430,1956,CABA,1361250.0,2024-09-14,15,454000,171000,19000,8000,0,32000,12,2,9,8,8,0,0,0,0,0,0,0
5025,1979,CABA,1213150.0,2025-12-24,59,23000,23000,20000,43000,17000,9000,1,1,2,4,3,0,0,0,0,0,0,0
8832,1976,Córdoba,937725.0,2024-09-12,94,37000,56000,8000,12000,5000,5000,2,0,3,4,7,0,0,0,0,0,0,0
9977,1973,CABA,1972525.0,2025-09-17,25,321000,309000,26000,33000,11000,34000,3,3,9,5,4,0,0,0,0,0,0,0
1829,1961,GBA,1373975.0,2025-01-19,24,1148000,60000,0,0,0,24000,3,5,9,4,7,0,0,0,1,0,0,1
310,1970,Córdoba,1546800.0,2025-12-13,14,330000,159000,27000,36000,5000,16000,4,4,4,9,4,0,0,0,0,0,0,0
3158,1973,CABA,807500.0,2025-01-03,59,13000,6000,5000,6000,3000,6000,1,0,1,3,8,0,0,0,0,0,0,0
4856,1957,Rosario,2058675.0,2024-11-06,2,556000,845000,133000,202000,54000,63000,1,7,7,10,3,1,0,1,0,0,0,0
199,1962,Córdoba,1129575.0,2025-01-20,56,219000,60000,9000,12000,3000,12000,1,1,4,7,7,0,0,0,1,0,0,0
5303,1974,GBA,1990800.0,2026-04-08,21,471000,510000,21000,99000,0,12000,1,4,6,9,2,0,0,0,0,0,0,0
6694,1964,CABA,1880900.0,2025-11-25,27,438000,400000,38000,12000,66000,114000,1,3,8,13,4,0,0,0,0,0,0,0
6398,1974,Rosario,459825.0,2026-03-29,90,7000,13000,0,16000,10000,4000,2,0,3,3,8,0,0,0,0,0,0,0
4796,1952,CABA,1240950.0,2026-04-19,21,18000,3000,5000,3000,10000,0,1,0,1,3,2,0,0,0,0,0,0,0
7875,1949,CABA,1800625.0,2026-04-29,32,967000,617000,50000,43000,0,0,1,8,4,13,2,1,0,0,1,1,0,1
7801,1959,CABA,1368825.0,2025-09-12,25,197000,227000,59000,7000,107000,131000,3,2,5,11,4,0,0,0,0,0,0,0
1079,1971,GBA,1799225.0,2024-10-16,6,1000000,76000,0,0,0,10000,3,4,3,9,8,0,0,0,1,0,0,0
9790,1957,CABA,1962475.0,2025-11-23,6,912000,170000,36000,47000,72000,97000,1,3,11,4,4,0,0,0,0,1,0,1
3433,1955,Rosario,1815875.0,2025-06-03,22,390000,323000,35000,104000,22000,107000,1,8,6,6,3,1,0,0,0,0,0,0
255,1951,CABA,556575.0,2026-03-30,94,17000,2000,0,0,0,2000,2,0,1,3,6,0,0,0,0,0,1,0
252,1963,GBA,1025075.0,2025-03-17,14,123000,142000,44000,71000,133000,88000,1,2,6,8,6,0,0,0,0,0,0,0
3933,1980,CABA,1100250.0,2024-10-13,23,186000,234000,72000,86000,36000,48000,6,2,10,6,9,0,0,0,0,0,0,0
807,1969,Córdoba,1115050.0,2026-02-15,80,167000,89000,0,0,2000,34000,6,1,6,4,8,0,0,0,0,0,0,0
7938,1958,GBA,1287950.0,2025-10-03,10,350000,66000,4000,17000,8000,4000,2,2,3,10,3,0,0,0,0,0,0,0
5832,1960,Rosario,2313900.0,2026-04-20,17,493000,352000,23000,184000,183000,28000,0,5,3,13,0,0,0,0,0,0,0,0
5453,1956,Córdoba,2255650.0,2024-09-26,1,1083000,649000,151000,253000,108000,108000,1,7,4,12,2,1,0,0,0,0,0,0
2715,1966,Córdoba,735875.0,2024-08-06,78,70000,37000,2000,4000,3000,64000,4,2,3,2,9,0,0,0,0,0,0,1
1150,1899,GBA,2088300.0,2025-09-26,12,755000,562000,64000,104000,144000,224000,1,6,4,4,1,0,0,0,0,1,0,0
10536,1971,GBA,822300.0,2026-05-25,22,26000,15000,1000,2000,0,2000,2,0,3,3,8,0,0,0,0,0,0,0
7922,1951,GBA,1623750.0,2024-08-12,31,819000,72000,0,12000,0,63000,2,2,11,10,7,0,0,0,1,0,0,0
1501,1982,GBA,4020075.0,2024-08-04,6,55000,1622000,3000,17000,16000,4000,15,28,0,1,0,0,0,0,0,0,0,0
5735,1991,Córdoba,2265950.0,2026-02-13,15,1156000,915000,144000,94000,120000,96000,1,4,3,10,1,0,0,0,0,1,0,0
6958,1977,Córdoba,697225.0,2025-07-05,11,14000,4000,0,0,0,8000,1,1,1,2,6,0,0,0,0,0,0,0
6050,1975,Rosario,1425900.0,2024-12-11,13,1171000,219000,14000,19000,43000,47000,4,3,6,13,9,0,0,1,0,0,0,0
11084,1976,Córdoba,1627600.0,2025-11-14,2,738000,232000,20000,13000,0,50000,2,5,3,7,7,0,0,0,0,0,0,1
9167,1956,CABA,1678275.0,2025-03-26,19,465000,250000,35000,93000,71000,62000,3,2,9,12,6,0,0,0,0,0,0,0
2804,1975,Córdoba,1152450.0,2024-08-18,36,57000,27000,0,0,0,36000,4,2,3,2,8,0,0,0,0,0,0,1
4128,1962,GBA,1401675.0,2025-07-20,2,517000,54000,6000,16000,12000,120000,2,4,7,7,5,0,0,0,0,0,0,0
3434,1951,CABA,2021800.0,2026-05-12,33,483000,567000,12000,94000,72000,108000,1,4,4,10,1,0,0,0,0,0,0,0
3179,1980,CABA,2043525.0,2025-06-16,13,249000,940000,134000,58000,153000,38000,0,6,6,7,2,0,0,0,0,0,0,0
2345,1982,GBA,1750950.0,2025-10-25,10,587000,348000,54000,71000,54000,130000,1,4,4,8,2,0,0,0,0,0,0,0
6255,1952,Córdoba,1763625.0,2026-06-03,7,138000,63000,18000,55000,39000,21000,1,1,4,7,2,0,0,0,0,0,0,0
4712,1991,Rosario,504825.0,2024-11-28,79,8000,22000,11000,24000,8000,9000,1,1,1,4,4,0,0,0,0,0,0,0
3277,1955,CABA,1235775.0,2024-08-03,62,219000,100000,0,26000,3000,17000,2,1,7,5,8,0,0,0,0,0,0,0
1324,1988,CABA,971800.0,2025-05-30,94,23000,21000,19000,3000,3000,22000,2,0,3,3,8,0,0,0,0,0,0,0
2147,1969,CABA,1916325.0,2025-08-16,21,736000,946000,189000,219000,63000,126000,1,7,4,11,2,1,0,0,0,1,0,0
9305,1976,Rosario,1992225.0,2025-05-12,29,311000,640000,37000,180000,26000,121000,1,9,4,13,2,0,0,0,0,0,0,0
10420,1955,Córdoba,1159750.0,2026-05-05,89,95000,64000,9000,2000,14000,38000,1,2,4,3,7,0,0,0,0,0,0,0
10507,1977,Rosario,1490025.0,2025-07-25,29,691000,69000,7000,0,7000,23000,4,2,2,7,8,0,0,0,1,0,0,0
5948,1975,CABA,1433450.0,2026-04-29,16,143000,52000,8000,11000,6000,17000,2,1,4,5,5,0,0,0,0,0,0,0
4376,1960,Rosario,805450.0,2026-02-15,61,10000,15000,1000,13000,24000,30000,1,1,2,3,7,0,0,1,0,0,0,1
4550,1966,Córdoba,839100.0,2026-06-24,99,61000,3000,0,0,0,7000,1,1,1,3,5,0,0,0,0,0,0,0
5068,1971,CABA,570100.0,2025-07-31,89,14000,7000,1000,2000,1000,1000,1,0,2,2,9,0,0,0,0,0,0,0
6086,1955,CABA,2009875.0,2025-11-23,26,445000,706000,76000,80000,25000,48000,1,5,6,12,2,1,0,0,0,0,0,0
6471,1971,Córdoba,905750.0,2025-10-17,98,14000,30000,2000,8000,2000,3000,1,0,2,4,5,0,0,0,0,0,0,0
4808,1956,CABA,393975.0,2025-09-05,22,1000,5000,0,6000,2000,3000,1,0,1,2,7,0,0,0,0,0,0,0
2936,1982,Córdoba,591525.0,2025-12-04,59,18000,4000,0,0,0,1000,1,0,1,3,7,0,0,0,0,0,0,0
7723,1979,CABA,1887675.0,2026-05-02,23,709000,374000,80000,104000,93000,80000,1,6,8,6,3,0,0,0,0,0,0,0
10660,1957,Córdoba,1668150.0,2026-01-12,13,349000,35000,0,0,7000,47000,3,2,8,4,7,0,0,0,1,0,0,0
6642,1961,CABA,680375.0,2025-01-23,36,30000,22000,9000,8000,5000,28000,4,1,2,4,6,0,0,0,0,0,0,0
4860,1970,CABA,605150.0,2025-03-08,35,7000,8000,2000,3000,2000,3000,1,0,1,3,6,0,0,0,0,0,0,0
7437,1988,CABA,698450.0,2026-04-28,93,13000,8000,1000,2000,0,5000,1,0,1,4,3,0,0,0,0,0,0,0
5092,1949,GBA,1289225.0,2025-02-12,33,380000,47000,0,6000,0,34000,4,1,7,7,8,0,0,0,1,0,0,1
3885,1983,GBA,839225.0,2025-10-16,83,16000,18000,0,3000,2000,24000,1,1,1,2,8,0,0,1,0,0,0,1
5304,1974,GBA,772475.0,2024-10-13,28,24000,8000,0,0,0,1000,2,0,1,3,6,0,0,0,0,0,0,0
7386,1976,CABA,774800.0,2025-04-22,75,17000,14000,3000,7000,0,2000,1,0,1,3,7,0,0,0,0,0,0,0
8443,1972,CABA,619050.0,2026-02-10,8,6000,12000,15000,3000,10000,40000,3,1,3,2,8,0,0,1,0,0,0,1
1440,1978,Rosario,1312825.0,2024-09-04,20,367000,241000,188000,104000,17000,232000,2,5,9,9,7,0,0,0,0,0,0,0
9960,1991,Rosario,671700.0,2026-04-30,11,0,1000,3000,8000,0,2000,1,0,1,2,7,0,0,0,0,0,0,0
6652,1965,CABA,1933575.0,2026-06-09,26,227000,573000,54000,98000,151000,31000,1,4,3,9,1,0,0,0,0,0,0,0
451,1989,CABA,231375.0,2025-12-20,8,9000,7000,0,2000,0,4000,1,1,1,2,8,0,0,0,0,0,0,0
10841,1975,GBA,1413975.0,2024-12-25,1,226000,133000,31000,41000,22000,31000,3,3,4,8,4,0,0,0,0,0,0,0
1491,1965,Rosario,1787200.0,2025-02-18,8,162000,124000,28000,40000,33000,172000,2,4,3,7,1,0,0,0,0,0,0,0
3262,1958,CABA,1707025.0,2024-08-07,33,995000,417000,48000,42000,112000,41000,1,9,2,13,5,0,0,0,0,0,0,1
4864,1977,CABA,859500.0,2025-05-02,93,72000,58000,1000,13000,7000,24000,4,1,4,3,8,0,0,0,0,0,0,0
8360,1971,Rosario,1367250.0,2025-11-07,14,111000,37000,9000,7000,16000,18000,3,1,3,5,3,0,0,0,0,0,0,0
6721,1951,CABA,1799125.0,2025-07-29,30,572000,286000,38000,50000,19000,248000,3,3,6,5,3,0,0,0,0,0,0,0
1135,1960,Córdoba,428600.0,2026-02-15,71,18000,19000,2000,0,2000,6000,5,0,3,4,7,0,0,0,0,0,0,0
9185,1966,GBA,1743975.0,2025-10-28,17,452000,514000,30000,13000,20000,0,3,6,4,5,3,0,0,0,0,0,0,1
9672,1970,Rosario,579050.0,2025-12-21,26,8000,9000,4000,19000,3000,22000,3,1,1,3,6,0,0,0,0,0,0,0
9463,1959,CABA,1792650.0,2024-11-13,6,931000,253000,98000,91000,56000,14000,4,5,9,7,5,0,0,0,0,0,0,0
5320,1973,Córdoba,1101275.0,2025-01-29,18,79000,58000,3000,6000,7000,18000,4,1,3,4,6,0,0,0,0,0,0,1
7930,1969,Córdoba,671925.0,2025-08-19,73,101000,76000,18000,20000,13000,40000,2,1,3,6,6,0,0,0,0,0,0,0
8432,1956,CABA,1361250.0,2024-09-14,6,454000,171000,19000,8000,0,32000,12,2,9,8,8,0,0,0,0,0,0,0
4654,1992,CABA,1877850.0,2025-11-07,33,571000,523000,60000,63000,12000,24000,1,10,3,5,2,0,0,0,0,0,0,0
5376,1979,CABA,61175.0,2025-01-06,27,1000,1725000,1000,1000,1000,1000,15,28,0,0,1,0,0,0,0,0,0,0
2245,1969,Córdoba,1091025.0,2025-04-22,82,57000,51000,2000,4000,2000,23000,3,1,2,4,6,0,0,0,0,0,0,0
10095,1975,GBA,1854125.0,2025-05-01,4,1001000,240000,12000,16000,12000,12000,1,4,5,10,2,0,0,0,0,0,0,0
10432,1974,CABA,483650.0,2026-01-30,16,2000,9000,6000,3000,0,2000,1,0,1,3,8,0,0,0,0,0,0,0
4653,1978,CABA,1050275.0,2025-03-26,24,131000,16000,1000,2000,0,39000,4,1,3,4,8,0,0,0,0,0,0,0
6318,1988,CABA,1712175.0,2025-01-13,29,758000,385000,89000,33000,12000,89000,1,7,9,13,4,0,0,0,0,0,0,0
7937,1982,CABA,617775.0,2026-04-18,21,10000,25000,3000,6000,7000,7000,1,0,3,3,7,0,0,0,0,0,0,0
4437,1962,CABA,1632900.0,2025-04-24,88,112000,92000,9000,3000,6000,38000,2,2,3,5,4,0,0,0,0,0,0,0
3076,1975,CABA,1666325.0,2024-09-07,21,452000,102000,18000,16000,18000,6000,4,2,4,12,3,0,0,0,0,0,0,0
1175,1983,Córdoba,906550.0,2025-09-20,25,88000,54000,28000,64000,39000,153000,1,5,3,3,6,0,0,1,0,0,0,1
5462,1974,CABA,1686125.0,2024-08-12,26,757000,217000,80000,29000,80000,11000,5,6,9,12,6,0,0,0,0,0,0,0
6878,1954,CABA,685525.0,2024-12-12,91,43000,96000,40000,78000,12000,55000,3,1,4,6,7,0,0,0,0,0,0,0
10402,1967,CABA,886025.0,2025-02-14,56,25000,9000,1000,2000,1000,1000,2,0,1,3,8,0,0,0,0,0,0,0
3152,1957,CABA,652275.0,2026-02-25,17,15000,19000,17000,8000,10000,20000,3,1,2,3,5,0,0,0,0,0,0,0
9923,1972,Córdoba,1160575.0,2025-09-18,25,68000,16000,0,0,0,8000,3,0,2,4,7,0,0,0,0,0,0,0
6870,1959,GBA,1720125.0,2025-09-17,25,182000,49000,13000,17000,2000,20000,1,1,3,7,2,0,0,0,0,0,0,0
2826,1967,CABA,564350.0,2025-10-28,21,25000,8000,0,2000,0,2000,2,0,2,3,7,0,0,0,0,0,0,0
3766,1959,Córdoba,826275.0,2024-08-16,33,100000,243000,94000,108000,71000,219000,3,1,9,8,9,0,0,0,0,0,0,1
1103,1976,Córdoba,2048225.0,2024-09-29,1,1486000,278000,0,49000,55000,185000,2,4,4,10,6,0,0,1,0,1,0,1
10965,1955,CABA,1900125.0,2025-02-22,10,983000,389000,50000,240000,20000,40000,1,5,3,13,6,1,0,0,0,0,0,0
2139,1975,Córdoba,187500.0,2025-10-02,10,3000,10000,2000,3000,1000,12000,3,0,2,3,5,0,0,0,0,0,0,0
8977,1985,Rosario,414525.0,2025-01-12,61,1000,4000,3000,2000,3000,11000,1,0,0,3,4,0,0,0,0,0,0,0
6565,1949,Córdoba,1924875.0,2025-03-28,17,1012000,498000,16000,0,80000,176000,2,4,11,9,5,1,0,0,0,0,0,0
3698,1983,CABA,1967175.0,2024-08-09,19,817000,687000,55000,145000,185000,241000,1,6,4,8,2,0,0,0,0,1,0,1
2698,1976,CABA,1175625.0,2025-11-07,31,254000,108000,0,20000,7000,26000,3,3,6,5,6,0,0,0,0,0,0,0
1378,1972,Rosario,1258350.0,2025-07-24,15,284000,160000,16000,84000,16000,134000,6,4,7,6,6,0,0,0,0,0,0,0
5513,1966,CABA,943950.0,2024-10-04,32,27000,10000,0,0,2000,1000,2,0,1,3,8,0,0,0,0,0,0,0
4877,1973,Córdoba,964400.0,2026-03-04,71,34000,7000,0,0,0,0,1,0,1,3,7,0,0,0,0,0,0,0
10241,1975,Rosario,286200.0,2025-12-15,88,0,0,2000,6000,0,6000,1,0,1,2,6,0,0,0,0,0,0,0
4122,1975,CABA,1980125.0,2024-08-29,5,504000,117000,28000,179000,23000,44000,1,5,6,4,4,1,0,0,0,0,0,1
4096,1968,Córdoba,1033375.0,2025-12-26,87,112000,21000,14000,16000,19000,5000,3,1,4,4,7,0,0,0,0,0,0,0
8779,1985,Rosario,903625.0,2025-06-16,3,56000,76000,1000,17000,4000,18000,4,1,4,3,9,0,0,1,0,0,0,1
10736,1971,CABA,1806450.0,2025-09-12,22,522000,522000,120000,227000,0,134000,2,9,6,5,2,0,0,0,0,0,0,0
7393,1978,CABA,1039500.0,2024-12-10,67,56000,24000,0,4000,5000,3000,3,1,2,3,5,0,0,0,0,0,0,0
1777,1980,Rosario,649125.0,2024-09-07,30,2000,11000,7000,41000,2000,11000,1,0,2,3,8,0,0,0,0,0,0,0
2607,1953,CABA,1011600.0,2025-01-11,24,424000,118000,23000,7000,17000,41000,6,2,8,8,8,0,0,0,0,0,0,0
10814,1947,CABA,1758025.0,2025-01-16,10,303000,751000,26000,82000,23000,191000,1,5,6,13,4,0,0,0,0,0,0,1
3547,1969,Córdoba,1025525.0,2024-12-30,74,14000,9000,16000,6000,7000,12000,2,0,2,3,6,0,0,0,0,0,0,1
4301,1971,Córdoba,879450.0,2025-01-10,75,23000,13000,2000,2000,1000,18000,1,1,1,2,7,0,0,1,0,0,0,1
8207,1957,Rosario,1330825.0,2026-03-18,25,28000,9000,0,3000,0,0,1,0,1,3,4,0,0,0,0,0,0,0
3283,1972,Rosario,1773300.0,2026-01-19,17,200000,100000,185000,46000,193000,185000,2,2,6,12,3,0,0,0,0,0,0,0
1172,1983,GBA,2312275.0,2025-05-01,23,979000,935000,25000,29000,44000,22000,1,5,7,12,3,1,0,0,1,1,0,1
8775,1969,CABA,959025.0,2025-12-27,98,39000,56000,8000,20000,0,14000,3,1,3,3,7,0,0,0,0,0,0,0
