monto,hora_del_dia,dispositivo,antiguedad_cuenta_dias,ubicacion_nueva,n_tx_ultimas_24h,n_tx_ultimos_7d,intentos_pin_fallidos_24h,categoria_comercio,dia_de_la_semana,monto_vs_promedio_cliente,es_fraude
50000.0,11,web,23,False,3,7,0,electronicos,mar,2.2,1
6323.04,17,mobile_android,192,False,1,5,0,juegos_online,sab,1.72,0
1811.26,19,mobile_ios,969,False,1,5,0,viajes,mar,0.67,0
3615.13,20,mobile_ios,890,False,1,4,0,supermercado,dom,0.64,0
29938.03,14,mobile_ios,996,False,2,8,0,supermercado,mie,1.05,0
1759.89,21,web,838,False,2,5,0,juegos_online,mar,0.51,0
3014.7,20,mobile_ios,1367,False,3,7,1,electronicos,mie,1.27,0
54392.69,20,web,664,False,1,7,0,supermercado,lun,0.32,0
349.22,8,mobile_ios,229,False,0,3,0,supermercado,vie,1.03,0
3130.5,9,web,1818,False,2,7,0,supermercado,mar,0.72,0
2619.16,11,mobile_ios,1453,False,4,9,0,transferencia_p2p,jue,0.98,0
4865.31,14,mobile_ios,1235,False,1,5,0,viajes,lun,0.59,0
1035.48,13,mobile_ios,165,False,0,1,0,supermercado,lun,1.02,0
1328.9,12,mobile_android,1669,False,1,6,0,electronicos,lun,0.83,0
2627.42,20,mobile_ios,1300,False,0,5,0,transferencia_p2p,vie,1.01,0
1677.78,17,mobile_android,413,False,0,2,0,supermercado,mar,1.14,0
5985.89,10,web,145,False,0,0,1,supermercado,sab,0.95,0
1888.67,12,web,1309,False,2,11,0,supermercado,jue,0.72,0
2953.04,14,mobile_ios,591,False,2,4,0,supermercado,mie,0.87,0
6263.63,21,mobile_android,734,False,1,7,0,vestimenta,mie,1.06,0
1731.74,13,mobile_ios,3650,False,0,5,0,gastronomia,sab,0.28,0
7601.83,10,mobile_android,429,False,1,5,1,electronicos,dom,0.5,0
5232.23,19,mobile_android,838,False,0,3,0,vestimenta,sab,0.57,0
5450.03,21,mobile_ios,110,False,1,5,0,supermercado,jue,2.01,0
5956.85,14,mobile_android,1356,False,2,6,0,transferencia_p2p,jue,1.2,0
6141.62,11,mobile_android,976,True,2,3,0,transferencia_p2p,mie,1.58,0
49198.89,13,mobile_android,1436,True,1,5,0,gastronomia,vie,1.14,0
2673.99,18,web,1007,False,1,4,0,vestimenta,sab,0.93,0
7104.03,12,mobile_ios,1957,False,1,6,0,supermercado,sab,0.17,0
4024.45,20,mobile_android,1066,False,0,2,0,electronicos,mie,1.12,0
2288.35,22,mobile_ios,1329,False,1,4,0,supermercado,mie,0.59,0
1359.46,12,mobile_android,1239,False,0,5,0,electronicos,mie,1.96,0
3908.84,14,mobile_android,928,False,1,5,0,supermercado,mar,1.14,0
3324.68,22,mobile_ios,215,False,0,7,0,gastronomia,mie,0.05,0
3578.02,12,mobile_android,749,False,2,5,0,viajes,sab,0.3,0
4823.1,23,mobile_ios,989,False,0,6,0,electronicos,sab,1.17,0
10423.88,23,mobile_android,288,False,0,3,0,transferencia_p2p,jue,0.93,0
1970.46,22,mobile_android,473,False,2,10,1,electronicos,mar,0.43,0
39128.51,15,mobile_android,1321,False,0,3,0,electronicos,mar,1.53,0
5699.55,9,mobile_android,378,False,1,2,0,supermercado,mie,0.85,0
1093.68,11,mobile_android,376,False,2,6,0,supermercado,sab,0.67,0
13234.25,14,mobile_ios,2397,False,1,7,0,electronicos,dom,0.37,0
2802.98,0,mobile_android,362,False,2,7,0,gastronomia,mar,0.32,0
405.38,16,mobile_ios,1030,True,2,8,0,vestimenta,jue,0.23,0
3475.22,13,mobile_android,884,False,0,3,0,supermercado,mie,0.51,0
10294.54,12,mobile_android,1296,False,3,7,0,viajes,dom,1.14,0
7321.47,19,mobile_ios,1640,False,3,10,0,gastronomia,dom,0.77,0
9102.56,18,mobile_ios,286,False,1,10,0,supermercado,sab,1.45,0
4602.71,21,mobile_android,347,False,2,8,0,supermercado,mie,0.68,0
2822.54,12,web,437,False,2,8,0,viajes,mie,1.25,0
1818.84,20,mobile_android,1031,False,0,2,0,juegos_online,mie,0.63,0
893.22,19,mobile_android,706,False,4,9,1,transferencia_p2p,sab,0.63,0
1045.95,15,mobile_ios,1363,False,0,6,0,cripto,mar,1.2,0
15649.13,20,mobile_android,687,False,2,6,0,vestimenta,jue,1.32,0
3351.74,12,mobile_android,749,False,5,7,1,transferencia_p2p,sab,1.39,1
2717.03,1,mobile_android,793,False,2,9,0,supermercado,mie,1.49,0
947.61,13,mobile_android,909,False,1,9,0,supermercado,sab,1.35,0
4924.46,20,mobile_android,952,False,0,2,1,juegos_online,lun,0.85,0
1010.45,20,mobile_android,698,False,0,2,1,transferencia_p2p,mar,0.05,0
1809.98,12,web,828,False,1,5,1,transferencia_p2p,vie,1.02,0
13131.81,21,mobile_android,1587,False,0,2,0,supermercado,mar,1.22,0
5946.79,10,mobile_android,2859,False,4,8,0,vestimenta,mie,0.26,0
22954.19,17,mobile_ios,425,False,2,4,0,viajes,mie,0.6,0
1211.28,18,mobile_android,902,False,1,4,0,juegos_online,lun,1.42,0
1075.05,12,mobile_android,321,False,0,0,0,electronicos,sab,1.01,0
11312.69,13,mobile_ios,528,False,1,7,0,gastronomia,vie,1.23,0
7054.2,19,mobile_android,449,False,4,7,0,gastronomia,jue,0.55,0
9199.05,23,mobile_ios,1564,False,3,7,0,gastronomia,lun,0.08,0
3184.25,22,mobile_android,1047,False,1,3,1,supermercado,sab,0.84,0
5405.34,22,web,1506,False,1,9,0,supermercado,vie,1.28,0
1814.9,12,mobile_android,242,False,2,5,0,vestimenta,vie,1.23,0
831.43,13,web,676,False,0,11,2,vestimenta,lun,0.62,0
1957.61,19,mobile_ios,887,False,1,7,1,supermercado,jue,1.5,0
25617.03,13,mobile_android,357,False,3,11,0,gastronomia,dom,1.23,0
1764.56,9,mobile_android,234,False,2,6,0,viajes,dom,0.97,0
24537.27,21,web,2024,False,0,2,0,supermercado,sab,1.59,0
433.47,11,mobile_android,497,False,0,3,0,supermercado,mie,0.46,0
5811.01,13,mobile_ios,438,False,0,1,0,supermercado,sab,0.76,0
12418.48,11,mobile_ios,432,False,1,9,0,supermercado,mar,1.01,0
2551.16,22,mobile_ios,1692,False,3,6,0,electronicos,sab,0.78,0
22854.73,11,mobile_android,1260,True,4,6,0,vestimenta,lun,0.57,0
3314.65,21,mobile_android,387,False,1,7,0,supermercado,dom,1.47,0
3125.9,22,mobile_android,416,False,0,5,0,electronicos,jue,1.02,0
1529.06,10,mobile_android,2845,False,2,5,0,viajes,mar,1.16,0
1848.13,13,mobile_ios,432,False,3,8,0,supermercado,vie,1.01,0
2357.37,15,mobile_android,854,False,1,7,0,supermercado,vie,1.23,0
115156.39,14,mobile_android,809,False,1,7,0,supermercado,lun,1.39,0
1454.32,13,mobile_ios,984,False,0,2,1,viajes,jue,1.02,0
7802.11,17,mobile_android,1053,False,0,2,0,vestimenta,dom,0.79,0
3228.96,19,mobile_ios,507,False,2,8,0,supermercado,mie,0.83,0
12142.99,13,mobile_ios,478,False,2,8,1,vestimenta,vie,0.69,0
851.08,22,mobile_android,16,True,0,5,1,gastronomia,lun,2.31,1
7162.5,12,mobile_android,1561,False,1,8,0,transferencia_p2p,mie,1.01,0
10778.27,12,mobile_ios,520,False,2,6,0,electronicos,lun,1.73,0
3434.37,19,web,902,False,2,8,0,gastronomia,sab,0.71,0
2468.5,19,mobile_android,1123,False,0,2,0,supermercado,jue,1.34,0
2922.92,12,mobile_android,2703,False,2,8,0,supermercado,jue,0.72,0
2488.83,19,mobile_android,944,False,1,2,0,gastronomia,mar,1.21,0
2302.89,10,mobile_ios,537,False,1,6,0,transferencia_p2p,sab,0.94,0
11643.03,19,mobile_android,835,False,1,5,0,viajes,lun,1.3,0
40962.61,9,mobile_ios,796,False,0,4,0,supermercado,mar,0.7,0
6055.12,10,mobile_ios,478,False,2,7,0,viajes,sab,1.52,0
1691.78,20,mobile_android,795,False,5,6,0,supermercado,lun,0.95,0
1066.44,20,mobile_ios,744,False,2,9,0,viajes,mar,1.48,0
5491.64,11,mobile_android,136,False,1,4,0,supermercado,vie,1.07,0
2862.82,12,mobile_android,1026,False,2,3,0,viajes,lun,0.88,0
1140.35,12,mobile_android,1507,False,0,5,0,supermercado,sab,0.33,0
1368.62,10,mobile_ios,350,False,1,5,0,supermercado,jue,0.68,0
22223.7,13,mobile_android,982,False,1,6,0,viajes,vie,1.06,0
6362.77,13,mobile_android,855,False,0,3,0,supermercado,sab,1.29,0
583.53,20,mobile_android,655,False,2,6,0,supermercado,jue,0.05,0
45793.83,15,mobile_ios,1180,False,0,4,0,viajes,vie,1.28,0
1981.8,13,mobile_ios,1687,False,1,3,0,transferencia_p2p,sab,0.88,0
3269.74,17,mobile_ios,422,False,1,7,0,supermercado,vie,1.09,0
4154.19,13,mobile_ios,186,False,1,8,0,viajes,sab,0.44,0
38552.33,19,mobile_ios,982,False,1,3,0,supermercado,dom,0.85,0
6341.03,22,mobile_android,1209,False,1,4,0,electronicos,sab,1.11,0
4569.52,19,mobile_android,1592,False,2,3,0,electronicos,lun,0.67,0
2653.5,20,mobile_ios,1187,False,0,6,0,transferencia_p2p,dom,1.88,0
17604.68,9,web,2623,False,1,8,0,vestimenta,jue,0.85,0
6623.29,16,mobile_ios,726,False,3,8,0,juegos_online,sab,0.78,0
2679.63,18,mobile_ios,278,False,2,6,0,vestimenta,lun,1.12,0
10376.67,9,mobile_android,1225,False,1,3,1,supermercado,dom,2.02,0
2727.37,22,mobile_ios,2120,False,0,4,0,vestimenta,sab,0.56,0
4895.31,19,mobile_android,1259,False,2,6,0,supermercado,lun,0.42,0
4147.56,13,mobile_android,1328,False,1,8,0,supermercado,sab,0.92,0
1978.12,21,mobile_ios,1931,False,2,5,0,vestimenta,mie,0.98,0
20052.15,11,mobile_ios,195,False,3,8,0,supermercado,jue,0.82,0
1009.66,18,web,316,False,0,3,0,supermercado,mar,0.59,0
4324.1,22,mobile_ios,1024,False,1,4,0,supermercado,sab,1.64,0
18110.17,19,mobile_android,1379,False,2,6,0,gastronomia,jue,1.59,0
2865.51,20,mobile_ios,547,False,2,7,0,supermercado,vie,0.7,0
15446.32,12,web,849,False,0,2,0,supermercado,sab,0.67,0
6567.25,22,mobile_android,1079,False,0,9,0,electronicos,mie,0.44,0
1834.92,22,mobile_android,826,False,0,6,0,gastronomia,lun,0.21,0
6910.42,22,web,684,False,1,6,0,vestimenta,mar,0.94,0
4741.68,12,mobile_android,1511,False,4,9,0,transferencia_p2p,lun,1.72,1
16501.86,22,web,1328,True,0,3,0,electronicos,mie,1.45,0
595.73,23,mobile_android,2165,False,0,3,0,vestimenta,lun,1.67,0
18776.36,20,mobile_ios,533,False,0,4,0,vestimenta,mar,1.06,0
1435.01,17,mobile_ios,329,False,1,7,1,vestimenta,mie,0.34,0
4764.34,12,mobile_android,1394,False,3,4,0,supermercado,sab,1.11,0
5724.66,19,mobile_ios,906,False,2,6,0,electronicos,vie,1.17,0
25453.23,10,mobile_android,259,False,1,6,2,supermercado,jue,0.77,0
1858.8,12,mobile_android,1171,False,1,4,0,supermercado,vie,0.83,0
1926.58,21,mobile_ios,658,False,2,5,0,viajes,jue,1.83,0
840.35,20,mobile_ios,1092,False,3,9,0,vestimenta,dom,1.32,0
1726.42,14,mobile_android,408,False,1,6,0,vestimenta,vie,0.63,0
2171.94,10,mobile_android,708,False,0,2,1,electronicos,mie,1.26,0
11339.51,17,mobile_android,930,False,0,2,0,supermercado,sab,1.53,0
8935.75,17,mobile_ios,917,False,0,6,0,gastronomia,jue,1.86,0
4920.24,19,mobile_ios,637,False,2,8,0,supermercado,dom,0.26,0
2181.48,16,mobile_android,789,False,3,4,0,vestimenta,sab,1.03,0
15087.58,22,mobile_ios,550,False,1,9,0,transferencia_p2p,vie,0.75,0
15882.19,18,mobile_android,786,False,1,6,0,vestimenta,dom,0.87,0
4019.99,11,mobile_ios,1245,False,0,1,1,vestimenta,mar,1.82,0
1152.76,19,web,181,False,1,8,0,gastronomia,lun,0.37,0
7881.01,12,mobile_ios,614,False,2,5,0,gastronomia,lun,1.02,0
2215.59,23,web,425,False,2,5,0,electronicos,dom,0.98,0
31528.87,13,mobile_ios,358,False,1,7,0,vestimenta,lun,1.42,0
8903.62,9,mobile_ios,442,False,0,2,0,viajes,jue,0.51,0
4635.28,21,mobile_ios,605,False,3,6,0,supermercado,vie,1.35,0
11722.56,21,mobile_ios,765,False,2,10,0,cripto,dom,0.98,0
2731.53,9,mobile_android,1031,False,2,7,0,gastronomia,mar,1.21,0
5568.97,20,mobile_android,2001,False,4,8,0,supermercado,mar,1.45,0
6690.55,21,web,2046,False,1,4,0,vestimenta,mar,0.81,0
5397.68,20,mobile_ios,547,False,1,4,0,supermercado,vie,0.68,0
496.18,20,mobile_android,1550,False,0,3,0,gastronomia,dom,1.38,0
1891.66,23,mobile_android,766,True,0,8,0,vestimenta,mie,1.41,0
674.2,0,mobile_ios,772,False,1,4,0,viajes,mar,0.73,0
8025.61,9,mobile_ios,1168,False,2,8,1,supermercado,lun,0.44,0
5267.75,19,mobile_android,1205,False,2,3,1,cripto,dom,0.41,0
5650.6,10,mobile_ios,530,False,5,7,0,gastronomia,mar,1.01,0
5689.18,18,mobile_android,640,False,0,6,0,viajes,mie,1.02,0
655.58,12,mobile_ios,223,False,2,5,0,transferencia_p2p,lun,1.8,0
3788.38,0,mobile_ios,435,False,1,5,0,viajes,jue,0.81,0
2740.51,20,mobile_android,621,False,1,6,0,transferencia_p2p,vie,1.35,0
2531.94,19,mobile_android,716,False,2,8,0,viajes,vie,0.61,0
5534.73,23,mobile_ios,2028,False,0,7,0,juegos_online,jue,0.95,0
1044.46,10,mobile_android,863,False,0,5,0,gastronomia,mar,0.95,0
8546.12,22,mobile_android,854,False,2,12,0,vestimenta,vie,0.82,0
4857.21,18,mobile_android,1921,False,0,2,1,electronicos,jue,0.31,0
1535.81,12,mobile_android,685,False,1,3,0,gastronomia,vie,0.47,0
936.11,15,mobile_ios,138,False,1,4,0,cripto,mie,0.59,0
8956.95,22,mobile_android,206,False,1,2,0,supermercado,sab,0.74,0
7982.08,12,mobile_android,347,False,1,6,0,gastronomia,jue,1.1,0
6007.8,21,mobile_ios,2890,False,2,8,0,vestimenta,vie,0.88,0
11193.57,21,mobile_android,912,True,1,5,0,vestimenta,vie,1.01,0
11215.41,22,mobile_ios,1648,False,2,4,1,vestimenta,jue,0.61,0
3984.46,22,mobile_android,398,False,0,2,0,supermercado,jue,1.36,0
3975.73,19,mobile_android,1742,False,2,8,1,supermercado,vie,0.76,0
5000.0,2,mobile_android,2040,False,5,9,0,gastronomia,mar,1.79,1
6705.89,11,mobile_android,379,False,1,4,0,electronicos,sab,0.6,0
1135.89,21,mobile_android,643,False,3,7,0,supermercado,jue,1.35,0
5837.22,0,mobile_android,502,False,0,3,0,electronicos,jue,0.91,0
3293.49,20,mobile_android,1006,False,0,8,0,transferencia_p2p,jue,1.54,0
8845.87,19,mobile_ios,1613,False,0,4,0,gastronomia,dom,1.25,0
3239.32,21,mobile_android,1681,False,0,6,0,supermercado,mie,0.66,0
9146.72,20,mobile_android,1322,False,1,4,0,electronicos,sab,1.07,0
7561.12,19,mobile_android,1614,False,1,7,0,vestimenta,sab,0.97,0
2968.85,12,mobile_android,1336,False,1,6,0,supermercado,vie,1.34,0
7894.26,17,mobile_android,842,False,0,5,1,supermercado,vie,0.9,0
1470.75,22,mobile_android,487,False,1,4,0,supermercado,mar,0.67,0
654.74,14,mobile_android,782,False,1,6,0,gastronomia,vie,0.95,0
4468.05,12,mobile_ios,674,False,1,2,0,vestimenta,mie,0.82,0
1603.98,9,web,558,False,2,6,1,vestimenta,mie,0.98,0
1066.35,12,mobile_android,562,False,3,5,0,gastronomia,sab,0.71,0
2343.38,19,mobile_android,983,False,1,5,0,electronicos,vie,0.7,0
3553.55,18,mobile_ios,1644,False,0,6,0,juegos_online,sab,0.69,0
5412.19,21,mobile_android,968,False,1,8,0,electronicos,lun,0.93,0
3162.16,17,mobile_android,544,False,3,7,0,gastronomia,mar,1.31,0
1127.76,14,mobile_ios,1183,False,1,9,0,gastronomia,mar,0.68,0
4291.5,7,web,2580,False,3,7,0,viajes,mie,1.8,0
1537.14,13,mobile_ios,684,False,1,4,0,juegos_online,dom,0.95,0
5032.74,23,mobile_android,561,False,1,5,0,transferencia_p2p,sab,0.91,0
2876.04,21,mobile_android,628,False,2,6,0,gastronomia,mar,1.7,0
1663.73,14,mobile_android,415,False,1,3,1,gastronomia,lun,0.75,0
3572.49,11,mobile_android,733,False,2,6,1,supermercado,lun,0.55,0
162.31,16,mobile_android,1322,False,1,4,0,gastronomia,sab,0.6,0
15236.93,20,mobile_android,2216,False,0,6,0,supermercado,sab,0.84,0
12448.12,19,mobile_ios,1362,False,2,5,0,electronicos,mar,1.45,0
1755.35,6,mobile_android,435,False,0,6,0,gastronomia,jue,1.2,0
3058.95,18,mobile_ios,62,False,2,7,0,vestimenta,sab,1.36,0
27464.23,9,mobile_ios,1092,True,0,4,0,electronicos,sab,1.49,0
2873.66,18,mobile_ios,1125,False,0,0,0,viajes,vie,1.05,0
4236.91,16,mobile_ios,2126,False,0,4,0,supermercado,sab,0.26,0
6742.15,0,mobile_ios,285,False,1,4,0,gastronomia,vie,0.75,0
2679.28,19,mobile_ios,1411,False,0,2,1,gastronomia,lun,1.14,0
20076.23,12,mobile_ios,486,False,1,2,0,cripto,sab,3.13,1
1322.55,13,mobile_android,791,False,0,2,0,supermercado,dom,1.49,0
2146.46,21,mobile_ios,778,False,1,6,0,viajes,mie,0.81,0
847.98,20,mobile_ios,53,False,1,2,0,supermercado,dom,0.81,0
4524.36,21,mobile_ios,675,False,1,2,0,transferencia_p2p,lun,0.98,0
3117.76,21,mobile_ios,419,False,1,8,0,transferencia_p2p,mar,0.45,0
882.85,18,mobile_android,1713,False,1,8,1,gastronomia,vie,0.25,0
812.06,22,mobile_android,547,False,1,4,0,transferencia_p2p,lun,0.34,0
7531.61,5,mobile_android,764,False,3,7,3,gastronomia,vie,3.22,1
1920.8,11,mobile_android,700,False,2,3,0,gastronomia,mar,1.22,0
718.55,21,mobile_ios,836,False,0,2,1,supermercado,mar,0.52,0
677.0,16,mobile_ios,1624,False,3,7,0,supermercado,dom,1.09,0
1531.59,12,mobile_ios,1718,False,4,10,0,vestimenta,vie,0.34,0
1652.45,23,mobile_android,212,False,2,6,0,gastronomia,sab,1.32,0
5210.09,13,mobile_ios,1287,False,0,5,0,electronicos,vie,1.52,0
8451.73,23,mobile_ios,764,False,1,8,0,gastronomia,mie,1.83,0
1014.41,19,mobile_android,478,True,2,7,0,supermercado,vie,0.97,0
919.74,23,mobile_android,1494,False,2,6,0,vestimenta,jue,1.84,0
14469.99,20,mobile_android,974,False,0,5,0,supermercado,sab,1.11,0
4082.99,14,mobile_ios,648,False,0,4,0,supermercado,dom,0.9,0
3451.71,19,mobile_android,704,False,0,4,0,electronicos,jue,0.82,0
13868.82,0,mobile_android,738,False,1,6,0,transferencia_p2p,mie,0.35,0
388.8,11,mobile_ios,1890,False,0,6,0,supermercado,sab,0.52,0
3813.12,12,mobile_ios,817,False,2,3,1,vestimenta,lun,0.52,0
4984.44,13,mobile_android,1266,False,1,6,0,transferencia_p2p,sab,1.1,0
1388.84,10,web,724,False,1,6,0,supermercado,mar,0.45,0
17726.74,21,mobile_android,1882,False,0,3,0,gastronomia,sab,1.12,0
1476.59,21,web,1299,False,2,4,0,viajes,vie,0.74,0
938.41,14,web,329,False,1,9,1,transferencia_p2p,sab,1.15,0
10051.88,14,mobile_ios,646,False,1,8,0,supermercado,lun,0.83,0
2547.06,9,web,324,False,4,7,0,supermercado,lun,1.26,0
1362.26,19,mobile_android,1944,False,0,5,1,supermercado,lun,0.93,0
4606.74,12,mobile_ios,160,False,0,1,0,electronicos,mie,1.17,0
3695.55,23,mobile_ios,1431,True,1,4,0,vestimenta,jue,0.81,0
7102.47,20,web,529,False,1,5,0,electronicos,dom,1.27,0
13852.02,20,web,128,False,2,8,0,viajes,lun,1.0,0
5322.44,10,mobile_android,2145,False,0,4,0,supermercado,sab,1.17,0
8500.44,9,mobile_android,237,False,1,7,2,supermercado,lun,0.98,0
972.15,20,web,1085,False,0,4,0,gastronomia,lun,1.23,0
298.36,15,mobile_android,765,False,2,4,0,supermercado,mie,1.18,0
1761.38,20,mobile_android,1511,True,0,2,1,vestimenta,mar,0.8,0
2938.41,11,mobile_android,899,False,0,3,0,supermercado,mar,0.98,0
872.34,13,mobile_android,215,False,1,7,0,gastronomia,lun,0.98,0
4647.59,21,mobile_ios,576,False,1,4,0,vestimenta,vie,0.5,0
441.44,10,mobile_android,962,False,2,5,1,cripto,jue,1.17,0
900.58,11,mobile_ios,426,False,2,10,0,vestimenta,sab,0.72,0
1513.0,20,mobile_ios,689,False,0,6,0,supermercado,mie,0.84,0
279.59,12,mobile_android,582,False,1,3,1,gastronomia,jue,1.42,0
1354.75,13,mobile_android,1211,True,4,7,0,electronicos,mie,0.54,0
21554.09,17,mobile_ios,2230,False,0,7,0,gastronomia,mie,0.9,0
2480.46,16,mobile_android,445,False,3,4,0,vestimenta,jue,0.91,0
3464.91,12,mobile_ios,1011,False,2,8,0,supermercado,mie,0.49,0
8695.45,10,web,2143,False,2,8,1,electronicos,mar,0.57,0
706.7,13,mobile_android,707,True,1,7,0,vestimenta,sab,1.44,0
67120.49,20,mobile_android,570,False,2,7,0,supermercado,vie,1.05,0
8215.38,12,mobile_android,1161,False,2,5,0,gastronomia,jue,0.83,0
5781.31,21,mobile_android,1208,False,1,6,0,vestimenta,vie,0.53,0
4146.13,22,web,133,False,1,6,1,supermercado,vie,1.04,0
7467.74,14,web,1819,False,1,7,0,electronicos,vie,1.19,0
2489.81,20,mobile_android,252,False,1,3,0,supermercado,sab,1.03,0
8857.18,20,mobile_android,681,False,3,7,0,electronicos,vie,0.7,0
6371.18,21,mobile_ios,646,False,0,3,0,gastronomia,mie,1.2,0
920.67,21,mobile_ios,217,False,2,5,1,gastronomia,mie,1.2,0
526.09,13,web,2115,False,0,2,0,supermercado,sab,1.08,0
4494.76,11,mobile_ios,677,False,0,2,0,gastronomia,jue,0.68,0
3471.16,22,mobile_android,812,False,0,5,0,supermercado,sab,0.77,0
2318.36,12,mobile_ios,758,False,0,4,0,gastronomia,mar,0.61,0
841.74,14,mobile_android,826,False,2,7,0,gastronomia,sab,1.51,0
847.97,1,mobile_android,2085,False,0,4,0,supermercado,mie,1.17,0
6313.42,22,mobile_ios,772,False,1,6,1,vestimenta,mar,0.53,0
1955.9,13,mobile_android,339,False,2,6,2,vestimenta,sab,0.99,0
3180.67,13,mobile_ios,1150,False,0,9,1,electronicos,jue,1.41,0
2130.87,9,web,1139,False,2,7,0,viajes,mie,1.12,0
3441.14,11,mobile_ios,1116,False,1,7,1,gastronomia,sab,0.92,0
8198.74,13,mobile_ios,456,False,0,0,0,supermercado,dom,0.8,0
5914.49,13,mobile_ios,1443,False,0,5,1,supermercado,mie,0.65,0
5970.33,12,mobile_ios,1326,False,1,3,1,supermercado,mar,1.16,0
3043.53,14,web,655,False,3,5,0,supermercado,dom,1.02,0
2126.72,18,web,1784,False,0,6,0,supermercado,jue,1.12,0
2789.41,13,mobile_ios,345,False,2,7,0,vestimenta,lun,0.97,0
801.3,21,mobile_android,1458,False,0,3,0,cripto,vie,1.71,0
30997.06,19,mobile_android,613,False,1,8,0,juegos_online,mar,0.79,0
15696.28,14,web,1294,False,0,7,1,viajes,mie,1.78,0
5507.61,21,mobile_android,672,False,3,9,1,supermercado,dom,1.4,1
4853.14,15,mobile_ios,427,False,0,7,0,gastronomia,vie,1.07,0
2889.79,11,mobile_android,1278,False,0,2,0,gastronomia,sab,1.46,0
8303.46,16,mobile_android,1208,False,1,5,0,vestimenta,dom,1.72,0
406.45,19,mobile_android,806,False,3,6,0,electronicos,sab,1.1,0
2134.74,16,mobile_android,676,False,2,3,0,supermercado,dom,1.11,0
2296.11,21,mobile_android,2045,False,0,3,0,transferencia_p2p,dom,0.88,0
6346.01,18,mobile_android,1008,False,4,10,0,supermercado,vie,1.04,0
95896.63,10,mobile_android,1432,False,0,5,1,supermercado,jue,0.71,0
3979.6,22,web,613,False,2,6,0,transferencia_p2p,lun,0.7,0
12993.95,21,mobile_ios,1238,False,2,6,0,gastronomia,sab,1.36,0
1312.56,20,mobile_android,204,False,1,3,1,vestimenta,dom,0.93,0
35505.06,18,mobile_android,607,False,1,3,0,supermercado,mar,1.15,0
5066.0,13,web,1647,False,1,3,0,vestimenta,dom,0.71,0
6756.03,18,mobile_android,168,False,0,3,0,gastronomia,jue,0.69,0
17823.55,13,mobile_android,1335,False,1,8,1,gastronomia,lun,1.12,0
5055.71,11,mobile_ios,1284,False,1,4,0,supermercado,sab,0.79,0
16479.47,15,mobile_ios,1728,False,2,5,0,viajes,vie,0.88,0
1495.49,20,mobile_android,380,False,1,4,0,viajes,lun,1.06,0
5624.48,22,mobile_ios,565,False,2,7,0,viajes,dom,1.52,0
3965.44,11,mobile_android,476,False,1,4,0,viajes,vie,1.01,0
11007.02,12,mobile_android,1224,False,1,4,0,gastronomia,vie,0.4,0
1421.94,18,web,788,False,3,4,0,gastronomia,vie,1.16,0
4495.65,22,mobile_android,1309,False,1,6,0,supermercado,mie,1.12,0
3008.96,18,mobile_android,458,False,2,6,0,vestimenta,jue,1.16,0
3072.13,19,mobile_ios,356,False,3,5,0,supermercado,lun,0.63,0
1436.17,19,mobile_ios,725,False,1,6,0,supermercado,jue,0.89,0
2811.0,12,mobile_android,2318,False,0,2,0,supermercado,lun,0.53,0
2769.15,14,mobile_android,1721,False,0,2,0,gastronomia,vie,1.39,0
6322.43,20,mobile_android,3132,False,0,3,0,vestimenta,lun,1.05,0
2023.69,12,mobile_ios,1161,False,0,2,0,juegos_online,jue,1.19,0
2809.58,20,web,494,False,2,5,0,supermercado,vie,1.45,0
8250.84,22,mobile_ios,1307,False,0,5,0,gastronomia,jue,1.1,0
5843.51,13,mobile_ios,2622,False,0,5,0,juegos_online,lun,1.0,0
4052.56,21,mobile_ios,819,False,0,4,0,supermercado,lun,0.68,0
4091.58,11,mobile_ios,482,False,3,6,0,supermercado,vie,0.99,0
4556.44,18,mobile_ios,1079,False,0,5,0,juegos_online,mie,0.47,0
12070.5,11,mobile_ios,367,False,1,2,1,supermercado,sab,0.11,0
1919.17,20,mobile_ios,1034,False,4,6,1,gastronomia,mar,1.31,1
4871.86,20,mobile_ios,3135,False,0,6,0,vestimenta,vie,0.9,0
3151.76,10,mobile_ios,2552,False,2,4,0,electronicos,mar,1.12,0
2389.52,22,mobile_ios,500,False,2,4,0,electronicos,sab,0.87,0
7703.53,14,mobile_ios,1159,False,1,5,1,transferencia_p2p,lun,1.03,0
2415.49,13,mobile_ios,534,False,1,5,0,electronicos,jue,1.31,0
6986.59,12,mobile_ios,1514,False,4,10,0,supermercado,lun,1.18,0
7721.75,23,mobile_ios,762,False,0,5,0,vestimenta,jue,1.58,0
1231.89,12,mobile_android,2093,False,1,7,0,supermercado,lun,0.49,0
26997.77,12,mobile_ios,1755,False,0,2,0,vestimenta,sab,1.0,0
565.39,19,mobile_ios,670,False,3,7,0,viajes,dom,0.68,0
4961.25,18,mobile_android,1205,False,0,3,0,gastronomia,sab,1.22,0
1846.45,10,mobile_android,241,False,0,2,0,gastronomia,dom,0.85,0
34009.2,12,mobile_android,436,False,1,4,0,supermercado,mar,0.7,0
5623.82,13,mobile_ios,681,False,2,7,0,supermercado,jue,0.62,0
4780.66,11,mobile_ios,1082,False,1,5,0,electronicos,jue,0.9,0
3780.17,11,mobile_ios,389,False,3,7,0,supermercado,vie,1.07,0
9534.36,20,mobile_android,254,False,3,5,0,vestimenta,lun,1.2,0
