student_id,cohort_month,course,channel,university,career_area,city,age,work_status,prior_programming_experience,hours_available_week,payment_method,installments_plan,course_price_final,discount_pct,days_between_signup_and_start,lead_score_marketing,sales_rep,response_time_sales_hours,opened_welcome_email,attended_intro_webinar,first_class_attendance,platform_logins_first_week,assignments_submitted_week1,questions_to_tutor_week1,satisfaction_first_week,scholarship_requested,payment_failed_first_attempt,marketing_segment,newsletter_clicks_last_30d,preferred_class_day,device_type,browser,avatar_color,zodiac_sign,internal_random_code,last_digit_phone,flag_gestion_retencion,target_baja
TRAIN_00353,2024-10,Data Analytics,Google Ads,UNLP,Administracion,Cordoba,24,No trabaja,Ninguna,8.1,Transferencia,4,199000,25,6,Medio,SR06,1.1,1,1,1,10,4,5,10.0,0,0,Explorer,3,Lunes,Desktop,Chrome,Violeta,Acuario,X2240,7,0,0
TRAIN_00354,2024-11,SQL,Universidad Partner,UBA,Administracion,Mendoza,25,No trabaja,Intermedia,6.2,Mercado Pago,9,179000,0,34,Medio,SR07,26.9,1,1,0,4,3,1,5.0,0,0,Upskiller,5,Lunes,Mobile,Chrome,Azul,Virgo,X8865,9,0,0
TRAIN_00355,2025-05,Web Dev,TikTok Ads,UBA,Ingenieria,CABA,19,No trabaja,Basica,11.3,Mercado Pago,6,198000,20,8,Medio,SR04,13.9,1,0,1,9,4,3,6.8,0,1,Desempleado activo,0,Lunes,Desktop,Chrome,Rojo,Aries,X5176,5,0,0
TRAIN_00356,2024-11,Data Analytics,TikTok Ads,UBA,Otra,CABA,27,Full-time,Intermedia,2.6,Tarjeta credito,2,194000,20,25,Medio,SR08,15.7,0,0,0,3,3,3,,1,0,Curioso,2,Sabado,Mobile,Chrome,Verde,Geminis,X1646,3,1,1
TRAIN_00357,2024-08,Python,TikTok Ads,UADE,Otra,GBA Oeste,27,Full-time,Intermedia,0.0,Tarjeta credito,3,206000,15,10,Alto,SR07,53.5,0,0,0,3,2,0,9.0,1,0,Explorer,3,Martes,Mobile,Chrome,Gris,Cancer,X2629,9,0,0
TRAIN_00358,2024-10,Data Analytics,Instagram Ads,UNLP,Otra,Rosario,31,Full-time,Basica,,Transferencia,3,256000,10,7,Medio,SR06,11.8,1,0,1,7,3,1,6.0,0,0,Explorer,4,Lunes,Mobile,Otro,Rojo,Virgo,X6694,0,0,0
TRAIN_00359,2024-10,Machine Learning,Web Organico,Otra,Economia,GBA Oeste,27,Busca trabajo,Basica,1.8,Tarjeta credito,6,311000,5,13,Medio,SR10,32.5,1,0,1,3,3,0,8.7,1,0,Curioso,0,Martes,Mobile,Safari,Gris,Capricornio,X2029,0,0,0
TRAIN_00360,2025-05,Data Analytics,Instagram Ads,Otra,Economia,Cordoba,22,Busca trabajo,Ninguna,,Transferencia,3,244000,5,16,Medio,SR12,13.6,1,0,1,10,4,2,,0,0,Career switcher,5,Miercoles,Mobile,Chrome,Gris,Aries,X4692,3,0,0
TRAIN_00361,2024-08,IA Generativa,Instagram Ads,,Administracion,Cordoba,25,Part-time,Intermedia,6.7,Transferencia,2,193000,10,16,Medio,SR07,11.7,1,0,1,2,4,3,8.7,0,0,Upskiller,0,Martes,Mobile,Firefox,Violeta,Sagitario,X6424,1,0,0
TRAIN_00362,2025-05,Python,TikTok Ads,Otra,Otra,La Plata,18,Part-time,Ninguna,10.2,Tarjeta credito,12,168000,35,23,Alto,SR10,12.7,1,0,1,8,4,0,,0,0,Career switcher,3,Martes,Desktop,Otro,Azul,Piscis,X7468,9,0,0
TRAIN_00363,2025-04,Machine Learning,Universidad Partner,UTN,Diseno,GBA Sur,26,Part-time,Ninguna,4.8,Tarjeta credito,3,230000,25,17,Medio,SR05,0.6,1,0,0,6,2,2,7.0,0,1,Desempleado activo,2,Viernes,Desktop,Chrome,Verde,Cancer,X4935,7,0,0
TRAIN_00364,2025-03,Web Dev,Universidad Partner,UNLP,Ingenieria,CABA,18,Full-time,,1.1,Tarjeta credito,2,201000,15,21,Medio,SR09,1.6,1,1,0,4,1,2,9.1,0,0,Explorer,0,Sabado,Mobile,Chrome,Violeta,Tauro,X2361,4,0,0
TRAIN_00365,2025-04,Data Analytics,Universidad Partner,,Ingenieria,Rosario,25,Busca trabajo,Basica,10.3,Transferencia,4,166000,30,11,,SR02,5.9,0,1,1,10,4,2,10.0,0,1,Upskiller,3,Jueves,Mobile,Chrome,Gris,Geminis,X1936,5,0,0
TRAIN_00366,2024-10,Web Dev,Universidad Partner,UADE,Administracion,CABA,18,No trabaja,Intermedia,,Tarjeta debito,12,184000,25,9,Bajo,SR08,52.0,1,1,1,12,4,4,6.7,1,0,Career switcher,0,Miercoles,Mobile,Firefox,Violeta,Leo,X4175,9,0,0
TRAIN_00367,2025-04,SQL,TikTok Ads,Otra,Ingenieria,Cordoba,23,No trabaja,Basica,9.7,Transferencia,9,126000,25,18,Alto,SR01,48.2,1,0,0,8,2,4,7.6,0,1,Explorer,0,Jueves,Mobile,Chrome,Rojo,Cancer,X7866,2,0,0
TRAIN_00368,2024-09,Web Dev,Google Ads,Otra,Otra,Rosario,23,Full-time,Basica,4.9,Tarjeta debito,4,252000,0,21,Bajo,SR01,10.2,1,0,0,2,2,0,,0,1,Desempleado activo,0,Miercoles,Desktop,Chrome,Gris,Cancer,X5724,9,0,0
TRAIN_00369,2025-04,IA Generativa,Referido,UBA,Diseno,Otra,32,Freelance,Avanzada,5.0,Mercado Pago,9,196000,10,21,Medio,SR10,17.9,1,1,1,8,4,2,,0,0,Career switcher,0,Sabado,Desktop,Otro,Gris,Acuario,X4054,4,0,0
TRAIN_00370,2025-05,Machine Learning,Referido,Otra,Ingenieria,Rosario,21,Part-time,Basica,1.9,Tarjeta debito,1,301000,0,0,Medio,SR11,23.3,1,0,0,6,3,4,7.3,0,1,Explorer,1,Miercoles,Mobile,Otro,Rojo,Tauro,X8924,5,0,0
TRAIN_00371,2025-03,IA Generativa,Universidad Partner,UBA,Administracion,Cordoba,23,Full-time,Basica,5.1,Transferencia,4,211000,0,4,Alto,SR03,0.9,1,0,1,11,4,3,7.4,0,1,Desempleado activo,1,Sabado,Mobile,Otro,Verde,Libra,X3142,5,0,0
TRAIN_00372,2025-05,Data Analytics,Instagram Ads,Otra,Psicologia,CABA,29,Full-time,Basica,1.9,Mercado Pago,6,224000,10,17,Medio,SR07,0.1,1,0,0,3,1,1,7.8,0,0,Explorer,5,Viernes,Desktop,Chrome,Gris,Sagitario,X3842,8,0,0
TRAIN_00373,2025-04,SQL,Instagram Ads,UTN,Ingenieria,GBA Norte,25,Busca trabajo,Basica,5.2,Efectivo,3,127000,40,6,Bajo,SR02,6.0,1,1,1,8,4,5,8.6,1,0,Upskiller,4,Viernes,Desktop,Chrome,Verde,Capricornio,X3402,0,0,0
TRAIN_00374,2024-10,Machine Learning,Referido,ITBA,Otra,Cordoba,18,Full-time,Intermedia,8.5,Tarjeta debito,3,233000,30,0,Bajo,SR10,16.5,0,0,0,2,1,0,8.3,0,0,Upskiller,1,Martes,Desktop,Chrome,Violeta,Leo,X9349,7,0,0
TRAIN_00375,2024-09,Python,Web Organico,ITBA,Cs Datos,GBA Norte,21,Part-time,Ninguna,7.8,Mercado Pago,3,245000,10,25,Medio,SR08,,1,0,1,9,4,2,,0,1,Curioso,3,Viernes,Desktop,Chrome,Azul,Piscis,X6248,7,1,1
TRAIN_00376,2025-03,Web Dev,Instagram Ads,Otra,Ingenieria,GBA Norte,28,Freelance,Ninguna,11.1,Tarjeta debito,3,175000,30,21,Medio,SR02,38.4,1,0,1,6,4,5,,0,0,Explorer,0,Viernes,Mobile,Chrome,Naranja,Leo,X1879,6,1,0
TRAIN_00377,2025-05,Python,Universidad Partner,UBA,Administracion,CABA,23,Full-time,Basica,2.7,Transferencia,12,138000,30,14,Bajo,SR05,16.6,0,0,0,0,1,1,4.0,0,0,Career switcher,0,Sabado,Desktop,Safari,Gris,Aries,X4572,2,0,0
TRAIN_00378,2025-04,Web Dev,Instagram Ads,UADE,Cs Datos,Rosario,18,Busca trabajo,Ninguna,5.2,Transferencia,9,172000,25,16,Bajo,SR08,34.9,0,0,0,4,2,1,7.0,1,0,Upskiller,0,Martes,Desktop,Safari,Naranja,Piscis,X4354,2,0,0
TRAIN_00379,2024-11,Web Dev,Google Ads,Universidad Austral,Economia,Otra,32,No trabaja,Basica,3.8,Efectivo,6,178000,25,31,Bajo,SR10,30.9,1,0,1,9,4,2,9.9,0,0,Explorer,3,Viernes,Desktop,Chrome,Verde,Piscis,X7694,6,0,0
TRAIN_00380,2024-10,IA Generativa,Google Ads,UTN,Economia,Mendoza,25,No trabaja,Intermedia,6.0,Transferencia,6,136000,30,23,Medio,SR11,7.5,1,0,1,9,4,4,7.3,0,1,Upskiller,3,Lunes,Desktop,Safari,Naranja,Piscis,X9197,0,0,0
TRAIN_00381,2025-03,SQL,Google Ads,UTN,Psicologia,GBA Sur,19,No trabaja,Ninguna,10.6,Mercado Pago,3,163000,10,6,Medio,SR01,14.3,1,0,0,8,2,3,,0,0,Curioso,2,Sabado,Desktop,Chrome,Rojo,Libra,X7997,2,1,0
TRAIN_00382,2025-02,Data Analytics,Referido,UADE,Cs Datos,CABA,25,Full-time,,2.5,Tarjeta debito,12,218000,20,11,Bajo,SR02,0.3,1,1,1,6,3,1,9.1,0,0,Upskiller,2,Miercoles,Mobile,Chrome,Verde,Escorpio,X3560,1,0,0
TRAIN_00383,2025-04,Data Analytics,Evento,Otra,Cs Datos,GBA Oeste,27,No trabaja,Basica,7.2,Transferencia,4,217000,20,24,Medio,SR05,27.8,1,1,1,7,3,2,9.9,1,0,Upskiller,1,Martes,Desktop,Chrome,Rojo,Geminis,X1400,0,0,0
TRAIN_00384,2024-09,Web Dev,Universidad Partner,ITBA,Economia,CABA,24,Full-time,Ninguna,4.7,Mercado Pago,6,329000,25,22,Medio,SR01,8.5,1,1,0,7,2,3,,0,1,Upskiller,4,Miercoles,Mobile,Safari,Violeta,Aries,X5062,9,0,1
TRAIN_00385,2025-03,IA Generativa,Referido,UTN,Cs Datos,Rosario,18,No trabaja,Ninguna,13.9,Mercado Pago,4,449000,10,2,Bajo,SR12,16.9,1,0,1,9,4,4,7.4,0,0,Curioso,2,Martes,Desktop,Chrome,Gris,Cancer,X1141,2,0,0
TRAIN_00386,2024-08,Python,Instagram Ads,,Ingenieria,CABA,26,Part-time,Intermedia,9.4,Tarjeta credito,3,198000,25,23,Bajo,SR12,29.6,1,0,1,9,4,4,8.7,0,0,Desempleado activo,1,Jueves,Mobile,Chrome,Rojo,Acuario,X9913,4,0,0
TRAIN_00387,2024-10,SQL,TikTok Ads,UTN,Ingenieria,CABA,23,No trabaja,Ninguna,4.5,Mercado Pago,6,119000,25,13,Alto,SR12,7.7,1,0,1,7,4,3,7.5,0,0,Upskiller,4,Sabado,Mobile,Safari,Rojo,Piscis,X1503,2,0,0
TRAIN_00388,2024-11,IA Generativa,Web Organico,Otra,Cs Datos,CABA,33,No trabaja,Ninguna,2.9,Tarjeta credito,3,130000,30,28,Alto,SR05,7.6,1,0,1,6,2,3,10.0,0,0,Career switcher,3,Lunes,Mobile,Chrome,Azul,Geminis,X3941,1,0,0
TRAIN_00389,2025-04,IA Generativa,Web Organico,UADE,Psicologia,Cordoba,28,Freelance,Ninguna,5.3,Mercado Pago,9,145000,30,21,Medio,SR11,39.5,0,0,1,15,4,4,7.2,0,0,Upskiller,0,Miercoles,Mobile,Chrome,Verde,Libra,X4546,7,0,0
TRAIN_00390,2025-02,Python,Web Organico,UBA,Diseno,La Plata,21,Part-time,Basica,5.8,Efectivo,9,235000,0,26,,SR12,0.1,1,0,1,11,4,3,,0,0,Upskiller,3,Jueves,Mobile,Firefox,Azul,Virgo,X7022,4,0,0
TRAIN_00391,2025-05,Data Analytics,Instagram Ads,UBA,Administracion,GBA Oeste,19,No trabaja,Ninguna,6.2,Tarjeta debito,9,203000,25,5,Bajo,SR01,3.3,1,0,0,8,3,3,,0,0,Upskiller,0,Viernes,Mobile,Safari,Naranja,Aries,X3508,6,0,0
TRAIN_00392,2024-11,Machine Learning,Google Ads,Universidad Austral,Economia,Cordoba,24,Part-time,Ninguna,4.8,Tarjeta debito,9,291000,10,20,Bajo,SR11,4.4,1,0,1,9,4,4,10.0,0,0,Upskiller,4,Miercoles,Desktop,Chrome,Gris,Geminis,X6176,6,0,0
TRAIN_00393,2025-05,SQL,Instagram Ads,Otra,Cs Datos,GBA Oeste,25,Freelance,Avanzada,7.8,Efectivo,3,141000,20,3,Medio,SR02,13.7,0,0,0,2,2,0,8.8,0,0,Upskiller,4,Jueves,Mobile,Edge,Gris,Aries,X1934,3,0,0
TRAIN_00394,2025-02,Python,Web Organico,UNLP,Diseno,GBA Norte,27,Busca trabajo,Basica,9.2,Mercado Pago,1,182000,20,11,Alto,SR02,4.1,1,1,1,7,4,3,7.1,0,1,Explorer,4,Martes,Mobile,Edge,Naranja,Sagitario,X5024,3,0,0
TRAIN_00395,2024-08,Web Dev,Instagram Ads,Otra,Cs Datos,CABA,25,Part-time,Ninguna,11.3,Tarjeta credito,3,245000,5,0,Medio,SR11,12.4,1,0,0,4,2,1,5.2,0,0,Explorer,1,Martes,Desktop,Safari,Violeta,Acuario,X9708,1,1,1
TRAIN_00396,2025-03,Data Analytics,TikTok Ads,UADE,Otra,La Plata,24,Part-time,Intermedia,9.8,Efectivo,3,234000,10,0,Bajo,SR06,4.3,1,1,1,7,4,3,9.5,0,0,Career switcher,6,Martes,Mobile,Chrome,Naranja,Libra,X1278,8,0,0
TRAIN_00397,2024-11,Web Dev,TikTok Ads,UNLP,Otra,CABA,20,No trabaja,Basica,7.5,Transferencia,6,175000,35,0,Medio,SR02,1.3,1,1,1,3,3,4,,0,0,Explorer,1,Miercoles,Mobile,Otro,Verde,Piscis,X5230,5,1,1
TRAIN_00398,2024-09,Machine Learning,Google Ads,Universidad Austral,Ingenieria,CABA,21,No trabaja,Basica,10.3,Tarjeta debito,9,274000,20,17,Medio,SR04,10.4,0,0,0,0,1,4,,0,0,Upskiller,2,Lunes,Tablet,Edge,Verde,Geminis,X1977,3,1,1
TRAIN_00399,2025-05,Python,Web Organico,Otra,Ingenieria,GBA Norte,23,Part-time,Intermedia,10.3,Transferencia,3,215000,15,14,Bajo,SR02,12.8,1,0,1,8,4,2,10.0,1,0,Desempleado activo,3,Viernes,Mobile,Chrome,Violeta,Libra,X7363,0,0,0
TRAIN_00400,2024-10,Web Dev,TikTok Ads,ITBA,Ingenieria,La Plata,27,No trabaja,Ninguna,13.7,Mercado Pago,3,213000,15,8,Alto,SR09,18.6,1,1,1,12,4,4,,1,0,Desempleado activo,2,Sabado,Desktop,Chrome,Azul,Tauro,X5537,1,0,0
TRAIN_00401,2024-10,SQL,Referido,Universidad Austral,Cs Datos,Otra,23,Full-time,Basica,0.0,Mercado Pago,6,185000,0,14,Alto,SR04,20.8,0,1,1,9,4,2,,0,1,Upskiller,3,Martes,Desktop,Chrome,Gris,Capricornio,X4624,2,0,0
TRAIN_00402,2025-04,Machine Learning,Evento,Otra,Ingenieria,GBA Sur,24,No trabaja,Basica,10.6,Mercado Pago,3,259000,20,21,Medio,SR11,18.5,0,1,1,4,4,3,10.0,0,0,Career switcher,0,Jueves,Mobile,Chrome,Azul,Acuario,X9283,9,0,0
TRAIN_00403,2024-09,SQL,TikTok Ads,UTN,Ingenieria,Rosario,25,Full-time,Intermedia,0.0,Efectivo,1,126000,15,20,Alto,SR10,21.6,1,1,1,5,4,4,8.3,0,0,Career switcher,2,Lunes,Mobile,Chrome,Naranja,Virgo,X1280,5,1,1
TRAIN_00404,2024-10,Machine Learning,TikTok Ads,UNLP,Economia,GBA Oeste,24,Full-time,Basica,4.9,Tarjeta debito,1,225000,30,0,Alto,SR09,17.7,0,0,0,4,2,2,,1,0,Upskiller,2,Lunes,Tablet,Firefox,Verde,Piscis,X7117,2,1,1
TRAIN_00405,2024-10,IA Generativa,Instagram Ads,UBA,Diseno,GBA Sur,27,Part-time,Basica,7.7,Mercado Pago,3,159000,30,20,Medio,SR06,5.0,1,0,1,9,4,4,8.3,0,0,Curioso,2,Lunes,Desktop,Chrome,Naranja,Tauro,X8294,2,0,0
TRAIN_00406,2024-09,Machine Learning,TikTok Ads,Otra,Ingenieria,GBA Sur,18,Freelance,,7.0,Tarjeta credito,4,173000,40,0,Medio,SR12,6.2,1,0,1,9,4,1,7.8,0,0,Career switcher,1,Miercoles,Desktop,Chrome,Gris,Leo,X8927,2,0,0
TRAIN_00407,2025-05,Data Analytics,Referido,UBA,Diseno,CABA,21,Part-time,Ninguna,7.4,Mercado Pago,6,195000,25,17,Alto,SR07,26.8,1,0,1,14,4,2,10.0,0,0,Desempleado activo,2,Miercoles,Mobile,Chrome,Gris,Sagitario,X9849,4,0,0
TRAIN_00408,2024-09,Python,TikTok Ads,ITBA,Otra,GBA Oeste,30,No trabaja,Ninguna,15.5,Mercado Pago,6,149000,45,6,Bajo,SR10,56.8,1,0,0,7,3,2,,0,0,Curioso,3,Sabado,Mobile,Otro,Azul,Sagitario,X2003,4,1,1
TRAIN_00409,2025-04,Python,TikTok Ads,Universidad Austral,Ingenieria,Cordoba,24,No trabaja,Ninguna,12.9,Tarjeta debito,6,188000,20,16,Medio,SR12,14.1,0,1,1,4,4,2,,0,0,Curioso,3,Sabado,Desktop,Chrome,Azul,Virgo,X4039,0,0,1
TRAIN_00410,2024-11,Python,TikTok Ads,UADE,Administracion,Mendoza,27,No trabaja,Intermedia,11.8,Transferencia,4,184000,25,8,Medio,SR09,10.2,1,0,1,2,4,1,8.9,0,0,Career switcher,1,Sabado,Desktop,Safari,Azul,Aries,X7054,0,0,0
TRAIN_00411,2024-10,Data Analytics,Referido,Otra,Otra,CABA,26,Part-time,Basica,7.0,Mercado Pago,4,207000,25,34,Bajo,SR09,24.2,1,0,1,11,4,1,,0,1,Career switcher,0,Miercoles,Mobile,Chrome,Naranja,Escorpio,X1375,7,1,1
TRAIN_00412,2024-08,Python,Google Ads,UTN,Economia,CABA,22,Busca trabajo,Ninguna,4.4,Mercado Pago,3,217000,0,13,Bajo,SR09,7.6,1,0,1,6,3,1,7.7,0,0,Upskiller,3,Viernes,Mobile,Chrome,Violeta,Piscis,X1748,5,0,0
TRAIN_00413,2025-04,Machine Learning,Universidad Partner,UBA,Ingenieria,La Plata,25,Part-time,Avanzada,7.6,Transferencia,3,242000,20,8,Medio,SR02,13.0,1,1,1,9,4,2,,0,0,Explorer,2,Lunes,Mobile,Chrome,Verde,Cancer,X9950,6,0,0
TRAIN_00414,2025-05,Web Dev,Instagram Ads,Otra,Psicologia,CABA,19,Part-time,Ninguna,5.7,Tarjeta credito,6,172000,30,2,Medio,SR07,30.9,0,1,1,8,4,1,,1,1,Explorer,1,Lunes,Desktop,Chrome,Verde,Libra,X1747,2,1,1
TRAIN_00415,2025-05,Machine Learning,Universidad Partner,Otra,Ingenieria,CABA,25,Part-time,Ninguna,5.3,Mercado Pago,9,242000,30,18,Medio,SR07,4.8,0,0,0,5,4,2,7.3,1,0,Desempleado activo,6,Miercoles,Desktop,Chrome,Violeta,Cancer,X6583,0,0,0
TRAIN_00416,2024-10,Data Analytics,Google Ads,UADE,Cs Datos,CABA,22,Freelance,Intermedia,6.7,Mercado Pago,3,182000,25,7,Medio,SR07,2.6,1,1,1,7,4,4,7.5,0,0,Desempleado activo,3,Miercoles,Desktop,Chrome,Rojo,Escorpio,X1449,9,0,0
TRAIN_00417,2024-10,Web Dev,Google Ads,UADE,Ingenieria,GBA Sur,21,Freelance,Intermedia,2.5,Transferencia,4,225000,10,5,Medio,SR12,2.4,1,1,1,9,4,4,9.5,0,0,Upskiller,4,Sabado,Mobile,Safari,Naranja,Cancer,X4579,5,0,0
TRAIN_00418,2025-03,Python,Web Organico,ITBA,Ingenieria,GBA Norte,18,Full-time,Basica,0.2,Efectivo,3,172000,25,12,Medio,SR01,11.3,1,0,0,5,2,2,7.7,0,0,Upskiller,4,Miercoles,Desktop,Chrome,Azul,Aries,X2489,2,0,0
TRAIN_00419,2024-10,Data Analytics,Instagram Ads,Otra,Administracion,GBA Oeste,18,Busca trabajo,Basica,8.3,Efectivo,6,217000,20,24,Medio,SR01,8.0,0,1,1,8,4,4,6.8,0,1,Career switcher,0,Sabado,Mobile,Chrome,Verde,Sagitario,X9260,5,0,0
TRAIN_00420,2025-02,Data Analytics,TikTok Ads,UADE,Administracion,Cordoba,33,Part-time,Intermedia,6.9,Mercado Pago,2,222000,20,24,Bajo,SR10,36.5,1,0,0,1,0,0,,1,0,Desempleado activo,2,Lunes,Desktop,Chrome,Gris,Escorpio,X2964,9,0,1
TRAIN_00421,2025-04,IA Generativa,TikTok Ads,UADE,Diseno,Cordoba,24,Full-time,Intermedia,0.0,Mercado Pago,3,198000,5,5,Medio,SR03,6.0,1,1,1,7,3,2,,0,0,Desempleado activo,1,Viernes,Desktop,Safari,Verde,Tauro,X4908,4,0,0
TRAIN_00422,2025-03,Python,Evento,UBA,Otra,GBA Oeste,26,No trabaja,Basica,18.5,Transferencia,2,214000,15,4,Alto,SR08,2.2,1,1,1,8,3,1,12.0,0,1,Upskiller,4,Sabado,Mobile,Chrome,Violeta,Leo,X2448,4,0,0
TRAIN_00423,2024-11,Data Analytics,Evento,UBA,Cs Datos,CABA,24,Part-time,Basica,10.2,Tarjeta credito,4,192000,30,26,Medio,SR07,,0,1,0,6,3,2,,0,0,Career switcher,1,Viernes,Mobile,Otro,Gris,Leo,X8094,5,1,1
TRAIN_00424,2025-02,Data Analytics,TikTok Ads,UADE,Economia,Otra,27,No trabaja,Ninguna,4.9,Tarjeta credito,3,206000,25,0,Medio,SR07,60.7,1,0,1,10,4,4,9.0,0,0,Upskiller,3,Martes,Mobile,Chrome,Naranja,Escorpio,X3148,3,0,0
TRAIN_00425,2025-05,Python,TikTok Ads,Otra,Ingenieria,GBA Oeste,24,Busca trabajo,Ninguna,14.0,Mercado Pago,6,221000,10,18,Medio,SR12,36.7,1,0,1,12,4,1,8.5,0,0,Upskiller,6,Sabado,Mobile,Chrome,Gris,Aries,X9114,3,0,0
TRAIN_00426,2024-10,Python,Evento,Universidad Austral,Administracion,CABA,26,Freelance,,11.6,Tarjeta credito,3,245000,0,6,Bajo,SR03,13.5,1,1,1,4,4,1,8.6,0,0,Curioso,4,Sabado,Mobile,Firefox,Gris,Sagitario,X1394,2,0,0
TRAIN_00427,2024-10,Data Analytics,Evento,ITBA,Cs Datos,CABA,21,Freelance,Basica,8.0,Tarjeta credito,6,203000,15,12,Medio,SR01,11.2,0,1,1,1,3,0,9.2,0,0,Career switcher,4,Lunes,Mobile,Chrome,Naranja,Cancer,X5142,4,0,0
TRAIN_00428,2025-05,Machine Learning,Web Organico,UBA,Otra,GBA Oeste,21,Busca trabajo,Avanzada,13.4,Tarjeta debito,2,246000,25,3,Medio,SR10,14.3,1,1,0,5,1,0,8.7,1,0,Curioso,2,Martes,Mobile,Chrome,Gris,Tauro,X1260,7,0,0
TRAIN_00429,2025-04,IA Generativa,Web Organico,Otra,Economia,GBA Sur,20,Full-time,Intermedia,4.5,Tarjeta credito,2,217000,0,11,Medio,SR07,7.0,1,0,1,10,4,2,8.5,1,0,Career switcher,2,Jueves,Mobile,Chrome,Violeta,Leo,X5075,4,0,0
TRAIN_00430,2024-11,Data Analytics,Google Ads,ITBA,Administracion,Mendoza,25,Full-time,Ninguna,2.1,Transferencia,3,198000,30,9,Medio,SR09,15.6,1,0,1,8,4,0,7.0,0,0,Desempleado activo,4,Jueves,Mobile,Safari,Verde,Virgo,X4810,9,0,0
TRAIN_00431,2024-10,IA Generativa,Google Ads,Universidad Austral,Economia,CABA,21,Full-time,Basica,4.7,Mercado Pago,6,193000,15,0,Medio,SR04,10.9,1,0,1,8,4,1,9.0,0,1,Career switcher,4,Jueves,Mobile,Chrome,Violeta,Leo,X7089,4,0,0
TRAIN_00432,2025-03,Data Analytics,TikTok Ads,UADE,Otra,GBA Oeste,27,Part-time,Basica,7.4,Transferencia,2,196000,25,15,Bajo,SR07,29.4,0,0,0,6,2,1,,0,0,Curioso,3,Lunes,Mobile,Chrome,Gris,Sagitario,X4634,1,1,1
TRAIN_00433,2025-04,Data Analytics,TikTok Ads,UBA,Administracion,GBA Sur,26,Full-time,Ninguna,6.4,Tarjeta credito,9,241000,15,16,Alto,SR06,6.9,1,1,1,3,2,1,7.8,0,0,Career switcher,1,Lunes,Desktop,Chrome,Rojo,Acuario,X5710,1,0,0
TRAIN_00434,2025-04,SQL,Universidad Partner,UBA,Administracion,CABA,19,No trabaja,Ninguna,8.6,Mercado Pago,3,142000,30,31,Alto,SR02,25.1,1,1,1,10,4,3,,0,0,Upskiller,2,Jueves,Desktop,Chrome,Azul,Piscis,X8798,5,1,1
TRAIN_00435,2024-11,Data Analytics,Google Ads,Otra,Economia,CABA,20,Part-time,Ninguna,0.0,Tarjeta credito,3,214000,15,10,Bajo,SR03,5.2,0,0,0,6,0,1,7.4,0,1,Desempleado activo,5,Viernes,Mobile,Chrome,Gris,Geminis,X3742,1,1,1
TRAIN_00436,2025-05,Python,Universidad Partner,UBA,Cs Datos,CABA,20,Busca trabajo,Intermedia,6.2,Mercado Pago,3,171000,30,21,Medio,SR05,0.4,1,0,1,7,4,1,6.8,0,1,Explorer,5,Viernes,Mobile,Safari,Rojo,Acuario,X1398,8,0,0
TRAIN_00437,2025-03,Web Dev,Referido,UBA,Economia,GBA Norte,26,No trabaja,Ninguna,2.2,Tarjeta credito,6,215000,15,17,Medio,SR05,1.9,0,0,1,7,3,1,8.9,0,0,Career switcher,6,Miercoles,Desktop,Edge,Rojo,Sagitario,X4669,3,0,0
TRAIN_00438,2024-08,Machine Learning,Instagram Ads,UNLP,Ingenieria,Cordoba,18,Part-time,Basica,,Tarjeta debito,2,255000,20,16,Medio,SR12,4.1,1,1,1,10,3,1,8.9,0,0,Curioso,3,Sabado,Mobile,Chrome,Gris,Escorpio,X9006,7,0,0
TRAIN_00439,2024-11,Data Analytics,TikTok Ads,Otra,Administracion,GBA Sur,26,No trabaja,Basica,9.4,Transferencia,2,265000,0,3,Medio,SR06,8.8,1,1,1,8,4,2,,0,0,Upskiller,0,Lunes,Desktop,Safari,Rojo,Acuario,X8926,7,1,1
TRAIN_00440,2025-03,SQL,TikTok Ads,UTN,Ingenieria,GBA Sur,26,Part-time,Ninguna,14.8,Tarjeta credito,9,101000,45,27,Medio,SR11,23.1,1,1,1,14,4,8,9.9,0,0,Explorer,5,Lunes,Desktop,Edge,Azul,Virgo,X5871,8,0,0
TRAIN_00441,2024-10,Python,Google Ads,Universidad Austral,Administracion,CABA,20,Part-time,Intermedia,,Tarjeta debito,9,172000,25,14,Medio,SR04,32.1,0,1,1,7,4,3,6.4,0,1,Explorer,6,Jueves,Mobile,Chrome,Verde,Cancer,X4720,3,0,0
TRAIN_00442,2024-10,Machine Learning,Google Ads,Otra,Psicologia,La Plata,29,Freelance,Ninguna,1.4,Transferencia,6,323000,0,13,Alto,SR09,,1,1,0,6,2,3,6.3,0,0,Career switcher,2,Martes,Mobile,Edge,Naranja,Escorpio,X4957,8,0,0
TRAIN_00443,2025-05,SQL,Instagram Ads,Universidad Austral,Cs Datos,CABA,20,No trabaja,Ninguna,14.9,Transferencia,4,167000,5,25,Medio,SR09,6.8,1,0,1,5,3,0,8.6,0,0,Explorer,1,Viernes,Mobile,Safari,Rojo,Acuario,X6012,3,0,0
TRAIN_00444,2024-09,Web Dev,Universidad Partner,UADE,Ingenieria,CABA,25,Part-time,Intermedia,4.6,Tarjeta credito,3,238000,0,0,Alto,SR02,11.7,1,1,1,7,4,3,6.0,0,0,Curioso,2,Jueves,Mobile,Chrome,Azul,Capricornio,X4048,7,0,0
