vuelo_id,aerolinea,ciudad_origen,ciudad_destino,pais_origen,tipo_ruta,clase_servicio,mes,dia_semana,duracion_vuelo_min,distancia_km,retraso_salida_min,retraso_llegada_min,cancelado,causa_retraso,precio_boleto_usd,ocupacion_pct,num_pasajeros,satisfaccion_cliente,puntualidad_historica_pct
VL10602,LATAM,Ciudad Mx,Cancún,,Doméstica,Económica,8,Martes,136,1600,4,0,False,,153.45,94.9,171,4.1,77.8
VL10515,Viva Air,Bogotá,Medellín,Colombia,Doméstica,Económica,3,Martes,62,580,9,14,False,,69.17,79.3,143,2.1,67.5
VL12085,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Económica,6,Jueves,264,3400,0,0,False,,,55.5,100,,74.0
VL12675,LATAM,Bogotá,Miami,Colombia,Internacional,Económica,1,Martes,317,3800,0,0,False,,491.4,94.9,171,4.4,78.4
VL12746,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,3,Lunes,215,2700,0,12,False,,302.41,81.0,146,1.2,84.2
VL11889,Copa Airlines,Cartagena,Bogotá,Colombia,Doméstica,Económica,2,Lunes,83,650,37,41,False,Tripulación,73.83,71.3,128,4.4,83.3
VL11290,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Ejecutiva,12,Viernes,260,3200,0,10,False,,1032.81,83.8,184,2.5,78.0
VL11792,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Económica,3,Sábado,247,3400,10,11,False,,325.77,75.3,136,3.3,77.1
VL10794,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Viernes,72,580,0,2,False,,90.0,93.2,168,4.0,77.1
VL12429,Volaris,Lima,Santiago,Perú,Internacional,Económica,12,Viernes,181,2400,0,0,False,,288.54,76.3,137,2.6,68.8
VL11891,LATAM,Ciudad Mx,Bogotá,México,Internacional,Económica,4,Lunes,249,3200,40,40,False,Mecánico,215.5,74.9,135,,80.5
VL12835,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Económica,10,Lunes,64,550,4,0,False,,59.95,81.0,146,4.9,80.6
VL10757,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Económica,2,Domingo,268,3400,51,62,False,Operacional,370.61,80.1,144,1.7,69.7
VL10582,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,3,Martes,278,3400,20,9,False,Operacional,547.93,91.0,200,3.0,72.6
VL11843,LATAM,Santiago,São Paulo,Chile,Internacional,Económica,12,Miércoles,220,2700,0,5,False,,253.76,66.2,119,3.6,78.2
VL10943,Avianca,Bogotá,Quito,Colombia,Internacional,Económica,4,Sábado,78,1000,0,0,False,,83.09,83.0,149,4.8,72.4
VL10778,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Primera,6,Jueves,222,3000,0,0,False,,1356.99,78.9,237,3.9,82.3
VL12676,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,5,Miércoles,275,3200,0,2,False,,289.02,88.0,158,3.8,76.9
VL12379,Avianca,Ciudad Mx,Miami,México,Internacional,Económica,8,Martes,172,2100,0,0,False,,199.93,96.3,173,2.8,71.9
VL11593,Avianca,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,10,Miércoles,114,1600,0,0,False,,239.55,79.1,174,5.0,72.2
VL10910,LATAM,Santiago,São Paulo,Chile,Internacional,Económica,10,Miércoles,228,2700,11,0,False,,361.52,76.2,137,4.7,79.6
VL11618,Avianca,Santiago,São Paulo,Chile,Internacional,Primera,9,Martes,208,2700,0,5,False,,,72.9,219,3.9,71.3
VL12819,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,12,Miércoles,248,3200,0,0,False,,318.72,75.1,135,4.1,74.4
VL11777,Avianca,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,1,Sábado,262,3100,74,82,False,Clima,530.23,70.5,155,3.8,70.1
VL10728,LATAM,Santiago,Lima,Chile,Internacional,Primera,9,Martes,204,2400,24,16,False,Tripulación,975.07,65.5,196,3.9,79.3
VL11235,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,1,Viernes,269,3200,0,0,False,,221.11,85.2,153,3.7,71.5
VL10853,Viva Air,Lima,Santiago,Perú,Internacional,Ejecutiva,3,Viernes,196,2400,0,2,False,,542.49,74.8,165,3.6,65.7
VL10501,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Económica,8,Sábado,273,3400,0,0,False,,435.44,67.7,122,4.3,68.3
VL10259,Sky Airline,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Martes,128,1600,0,0,False,,124.4,66.7,120,4.1,75.2
VL12088,Aeroméxico,Bogotá,Quito,Colombia,Internacional,Económica,12,Jueves,85,1000,0,0,False,,61.99,80.0,144,4.8,76.0
VL12887,Sky Airline,Ciudad Mx,Bogotá,México,Internacional,Económica,7,Miércoles,252,3200,0,1,False,,258.24,75.8,136,2.7,74.9
VL12262,Aeroméxico,Lima,Santiago,Perú,Internacional,Ejecutiva,7,Viernes,206,2400,3,8,False,,466.22,100.0,220,3.9,76.2
VL10195,Aeroméxico,Ciudad Mx,Bogotá,,Internacional,Económica,2,Lunes,245,3200,0,0,False,,362.31,100.0,180,4.4,73.1
VL12958,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,10,Viernes,324,3800,0,0,False,,330.71,100.0,180,5.0,67.3
VL11058,Sky Airline,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,10,Viernes,267,3100,4,11,False,,536.31,100.0,220,2.8,75.2
VL11823,Avianca,Ciudad Mx,Miami,México,Internacional,Ejecutiva,3,Martes,173,2100,0,0,False,,698.18,58.5,129,4.9,71.3
VL10342,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Económica,10,Domingo,124,1600,0,4,False,,172.8,71.2,128,4.0,82.0
VL11930,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Ejecutiva,3,Domingo,194,2700,0,8,False,,566.35,79.4,175,2.9,74.1
VL10258,Avianca,Santiago,São Paulo,Chile,Internacional,Ejecutiva,2,Sábado,220,2700,0,0,False,,660.99,82.7,182,5.0,71.5
VL11911,Aeroméxico,Lima,Santiago,Perú,Internacional,Económica,8,Sábado,212,2400,0,4,False,,168.91,95.4,172,2.8,75.3
VL11414,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Económica,2,Domingo,266,3400,29,21,False,Aeropuerto,,87.3,157,3.3,75.5
VL12062,Aeroméxico,Bogotá,Quito,Colombia,Internacional,Primera,2,Domingo,79,1000,0,1,False,,601.63,97.9,294,4.6,73.7
VL11295,Avianca,Santiago,Lima,Chile,Internacional,Primera,6,Domingo,197,2400,14,6,False,,922.13,88.1,264,3.1,70.3
VL12730,Volaris,Ciudad Mx,Miami,México,Internacional,Económica,7,Sábado,166,2100,0,0,False,,204.44,69.8,126,5.0,68.9
VL11535,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Económica,9,Jueves,130,1600,0,2,False,,90.4,100.0,180,2.3,82.3
VL11882,Volaris,Cancún,Bogotá,México,Internacional,Económica,2,Jueves,289,3500,2,0,False,,403.11,58.9,106,3.6,70.4
VL11298,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,11,Lunes,260,3500,1,0,False,,290.43,77.6,140,4.5,74.4
VL11745,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,3,Viernes,258,3100,52,46,False,Clima,301.55,65.7,118,3.8,77.9
VL11095,Aeroméxico,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Jueves,137,1600,0,13,False,,202.6,71.5,129,2.8,75.6
VL10472,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,12,Domingo,63,580,0,0,False,,59.44,100.0,180,5.0,82.7
VL11814,Volaris,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Sábado,52,580,0,4,False,,76.15,76.1,137,3.2,69.3
VL10309,Aeroméxico,Bogotá,Miami,Colombia,Internacional,Ejecutiva,1,Jueves,313,3800,0,5,False,,730.29,74.1,163,3.0,75.1
VL10524,LATAM,Bogotá,Quito,Colombia,Internacional,Económica,8,Lunes,83,1000,0,0,False,,96.22,72.0,130,4.9,79.5
VL11325,Viva Air,Bogotá,Miami,Colombia,Internacional,Económica,12,Miércoles,271,3800,63,73,False,Operacional,383.36,54.1,97,3.2,66.9
VL12633,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Domingo,156,1600,25,22,False,Clima,200.94,74.0,133,3.1,77.1
VL12209,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,9,Jueves,66,550,0,0,False,,65.91,69.0,124,4.4,80.0
VL12595,Aeroméxico,Ciudad Mx,Miami,México,Internacional,Económica,4,Sábado,198,2100,0,5,False,,254.67,74.0,133,1.9,75.6
VL10865,Avianca,Santiago,São Paulo,Chile,Internacional,Económica,8,Lunes,229,2700,0,13,True,,281.1,61.8,111,3.0,72.7
VL10396,Volaris,Lima,Santiago,Perú,Internacional,Económica,6,Lunes,199,2400,2,4,False,,173.68,84.4,152,4.8,66.5
VL10965,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,5,Viernes,252,3200,288,238,False,Aeropuerto,370.32,64.6,116,3.6,69.5
VL10625,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,4,Miércoles,249,3200,12,15,False,,199.11,96.8,174,4.7,74.2
VL12292,LATAM,Santiago,Lima,Chile,Internacional,Económica,12,Viernes,195,2400,0,0,False,,222.59,59.9,108,4.4,77.1
VL11675,Sky Airline,Bogotá,Miami,Colombia,Internacional,Económica,10,Sábado,298,3800,0,0,False,,285.95,66.1,119,4.1,74.5
VL12879,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,6,Domingo,207,2400,0,9,False,,327.51,98.6,177,2.6,75.1
VL12563,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,6,Jueves,64,580,0,0,False,,92.77,74.8,165,2.1,72.4
VL12101,Aeroméxico,Medellín,Ciudad Mx,Colombia,Internacional,Primera,4,Domingo,280,3400,0,5,False,,1024.01,79.0,237,2.7,76.3
VL12030,Avianca,Santiago,Lima,Chile,Internacional,Económica,9,Miércoles,191,2400,0,0,False,,265.79,80.3,145,4.5,72.3
VL10894,Volaris,Cancún,Bogotá,México,Internacional,Económica,10,Sábado,310,3500,0,5,False,,291.28,73.3,132,4.8,69.7
VL10457,Copa Airlines,Lima,Buenos Aires,Perú,Internacional,Económica,3,Domingo,230,3100,0,0,False,,325.12,67.0,121,,82.9
VL10872,LATAM,Cancún,Bogotá,México,Internacional,Económica,3,Miércoles,274,3500,4,12,False,,293.34,78.1,141,3.7,79.7
VL11146,LATAM,Ciudad Mx,Miami,México,Internacional,Ejecutiva,8,Sábado,171,2100,19,17,False,Tripulación,428.66,55.5,122,3.1,78.9
VL11046,Avianca,Santiago,Lima,Chile,Internacional,Ejecutiva,9,Miércoles,181,2400,38,40,False,Aeropuerto,441.72,52.8,116,3.4,71.0
VL12432,Copa Airlines,Cartagena,Bogotá,Colombia,Doméstica,Económica,1,Domingo,72,650,0,4,False,,109.38,66.9,120,2.7,82.8
VL11916,Avianca,Lima,Santiago,Perú,Internacional,Económica,10,Lunes,193,2400,0,13,False,,273.26,76.0,137,2.9,74.6
VL10192,Viva Air,Lima,Santiago,Perú,Internacional,Ejecutiva,3,Domingo,220,2400,4,8,False,,755.51,79.6,175,3.4,64.0
VL12544,Copa Airlines,Bogotá,Medellín,Colombia,Doméstica,Económica,10,Jueves,53,580,28,32,False,Clima,50.85,97.9,176,3.5,80.1
VL12187,Avianca,Ciudad Mx,Miami,México,Internacional,Ejecutiva,11,Sábado,169,2100,18,27,False,Clima,482.43,84.3,185,3.9,72.7
VL10362,Copa Airlines,Lima,Buenos Aires,Perú,Internacional,Económica,3,Jueves,227,3100,0,2,False,,333.76,84.0,151,2.1,82.4
VL11253,Aeroméxico,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,10,Jueves,129,1600,64,61,False,Aeropuerto,234.78,86.1,189,2.6,75.5
VL10430,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,8,Sábado,152,1600,29,41,False,Aeropuerto,418.23,88.6,195,3.2,82.2
VL10897,Sky Airline,Lima,Santiago,Perú,Internacional,Económica,7,Sábado,204,2400,0,0,False,,340.6,54.4,98,,73.4
VL10441,Aeroméxico,Cartagena,Bogotá,Colombia,Doméstica,Económica,12,Lunes,49,650,16,24,False,Operacional,95.34,98.6,177,3.2,75.3
VL10081,Sky Airline,Cancún,Bogotá,México,Internacional,Primera,4,Jueves,305,3500,11,0,False,,1413.24,93.6,281,4.2,73.2
VL12668,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,7,Sábado,241,3000,17,4,False,Mecánico,265.91,74.2,134,4.2,78.1
VL12222,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,8,Sábado,138,1600,15,11,False,,213.53,72.2,130,5.0,79.2
VL11425,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Económica,6,Domingo,72,650,0,4,False,,63.48,87.2,157,,73.4
VL10027,Copa Airlines,Medellín,Ciudad Mx,Colombia,Internacional,Económica,10,Lunes,248,3400,0,0,False,,318.69,67.8,122,4.7,78.7
VL10684,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Viernes,66,550,0,4,False,,104.42,100.0,180,3.3,81.7
VL10961,Avianca,Santiago,São Paulo,Chile,Internacional,Económica,4,Viernes,202,2700,18,9,False,Clima,341.71,68.7,124,,69.5
VL10754,Avianca,Ciudad Mx,Cancún,México,Doméstica,Económica,8,Martes,138,1600,0,0,False,,151.44,72.0,130,3.1,70.3
VL10531,Volaris,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,2,Domingo,65,650,61,68,False,Operacional,170.21,84.1,185,2.4,70.2
VL11045,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Económica,9,Viernes,212,2700,0,8,False,,154.27,90.8,163,3.6,77.9
VL10359,Copa Airlines,Santiago,São Paulo,Chile,Internacional,Económica,9,Sábado,207,2700,18,8,False,Tripulación,200.63,49.2,89,3.1,81.4
VL12730,Volaris,Ciudad Mx,Miami,México,Internacional,Económica,7,Sábado,166,2100,0,0,False,,204.44,69.8,126,5.0,68.9
VL10692,Volaris,Medellín,Ciudad Mx,Colombia,Internacional,Económica,8,Jueves,269,3400,6,7,False,,375.91,81.2,146,2.7,70.6
VL12383,LATAM,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,2,Sábado,229,3100,0,5,False,,880.9,78.9,174,4.2,80.0
VL12172,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,5,Domingo,129,1600,0,0,False,,238.71,91.5,165,4.6,79.3
VL10386,Avianca,Bogotá,Miami,Colombia,Internacional,Económica,3,Domingo,288,3800,18,28,False,Operacional,390.33,84.4,152,3.8,73.5
VL10352,Sky Airline,Cancún,Bogotá,México,Internacional,Económica,1,Domingo,251,3500,18,18,False,Clima,466.09,68.2,123,4.2,74.7
VL10519,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,7,Jueves,126,1600,0,7,False,,209.96,95.4,172,5.0,77.6
VL12577,Viva Air,Santiago,São Paulo,Chile,Internacional,Económica,11,Domingo,207,2700,0,0,False,,215.34,80.2,144,3.8,67.4
VL11608,Viva Air,Santiago,Lima,Chile,Internacional,Económica,10,Sábado,205,2400,162,137,False,Operacional,224.4,82.4,148,2.6,64.4
VL12063,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,6,Sábado,251,3100,0,0,False,,323.9,80.5,145,5.0,73.9
VL12585,LATAM,Cancún,Bogotá,México,Internacional,Económica,5,Sábado,280,3500,6,8,False,,303.97,94.7,170,2.7,79.8
VL10333,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,10,Sábado,147,1600,0,0,False,,227.57,97.5,176,2.4,78.7
VL11013,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,5,Miércoles,56,580,0,0,False,,84.14,83.5,150,3.0,79.0
VL11600,LATAM,Santiago,Lima,Chile,Internacional,Económica,4,Martes,219,2400,0,15,False,,333.6,83.6,150,4.5,80.4
VL10592,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,2,Sábado,187,2400,0,11,False,,298.97,67.4,121,3.5,75.6
VL12225,LATAM,Lima,Buenos Aires,Perú,Internacional,Económica,6,Jueves,252,3100,0,1,False,,167.37,64.0,115,3.6,80.1
VL11174,Sky Airline,Cancún,Bogotá,México,Internacional,Económica,6,Martes,275,3500,0,6,False,,,43.3,78,2.1,70.7
VL12475,Aeroméxico,Lima,Santiago,Perú,Internacional,Económica,12,Martes,208,2400,12,13,False,,287.89,96.5,174,2.8,77.2
VL12206,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,12,Sábado,324,3800,0,0,False,,437.46,72.5,130,4.9,69.5
VL11679,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,10,Miércoles,231,3000,0,6,False,,438.73,81.0,146,5.0,80.9
VL10431,Viva Air,Ciudad Mx,Miami,México,Internacional,Primera,9,Martes,165,2100,14,27,False,,1301.72,76.0,228,4.5,65.6
VL11750,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Económica,10,Jueves,285,3400,12,17,False,,446.56,64.7,116,1.0,74.5
VL12996,Aeroméxico,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Domingo,139,1600,8,6,False,,161.57,83.2,150,,76.7
VL10777,Aeroméxico,Buenos Aires,Lima,Argentina,Internacional,Económica,11,Domingo,253,3000,0,14,False,,226.41,58.6,105,3.0,77.5
VL11654,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,8,Jueves,55,580,14,11,True,,122.17,95.9,211,3.5,71.4
VL11472,LATAM,Lima,Santiago,Perú,Internacional,Ejecutiva,12,Sábado,208,2400,13,10,False,,822.77,80.3,177,4.4,78.2
VL12151,LATAM,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,9,Viernes,162,1600,0,4,False,,343.26,75.0,165,2.4,81.4
VL12507,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,9,Martes,233,3100,0,6,False,,333.65,75.8,136,,72.6
VL12635,LATAM,Cancún,Bogotá,México,Internacional,Ejecutiva,8,Jueves,312,3500,0,12,False,,496.23,66.0,145,3.8,79.8
VL12957,Avianca,Lima,Santiago,Perú,Internacional,Ejecutiva,11,Domingo,213,2400,0,0,False,,559.37,75.3,166,4.0,70.5
VL12742,Sky Airline,Santiago,Lima,Chile,Internacional,Económica,9,Miércoles,190,2400,11,14,False,,304.9,58.8,106,4.7,72.3
VL11437,Volaris,Buenos Aires,Lima,Argentina,Internacional,Económica,2,Viernes,248,3000,5,1,False,,344.11,79.7,143,3.6,71.7
VL10600,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,4,Lunes,146,1600,0,0,False,,116.74,71.5,129,5.0,79.4
VL10640,Avianca,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,12,Viernes,41,580,0,3,False,,98.05,77.4,170,3.4,73.5
VL10789,Viva Air,Guadalajara,Ciudad Mx,México,Doméstica,Económica,7,Lunes,65,550,0,11,False,,30.0,77.0,139,2.4,64.6
VL12754,Sky Airline,Guadalajara,Ciudad Mx,México,Doméstica,Primera,7,Jueves,60,550,4,5,False,,249.72,100.0,300,3.9,73.5
VL11699,Viva Air,Medellín,Ciudad Mx,Colombia,Internacional,Económica,10,Jueves,265,3400,0,0,False,,492.77,76.0,137,4.1,64.5
VL10981,Volaris,Ciudad Mx,Miami,México,Internacional,Económica,2,Viernes,176,2100,3,6,False,,230.33,53.9,97,3.9,68.7
VL11291,LATAM,Ciudad Mx,Cancún,México,Doméstica,Económica,1,Lunes,134,1600,0,0,False,,115.1,76.3,137,3.6,76.8
VL10202,LATAM,Ciudad Mx,Cancún,México,Doméstica,Ejecutiva,8,Viernes,136,1600,55,58,False,Operacional,379.66,92.2,203,4.5,79.9
VL12763,LATAM,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,7,Miércoles,256,3100,0,10,False,,548.44,78.3,172,3.0,80.8
VL11544,Aeroméxico,Cartagena,Bogotá,Colombia,Doméstica,Económica,11,Domingo,76,650,90,71,False,Operacional,46.87,81.8,147,2.0,75.2
VL11346,Volaris,Ciudad Mx,Bogotá,México,Internacional,Económica,8,Viernes,260,3200,39,34,False,Aeropuerto,224.96,68.1,123,2.7,68.3
VL10277,Aeroméxico,Cancún,Bogotá,México,Internacional,Económica,11,Viernes,277,3500,0,5,False,,400.65,68.6,123,2.6,74.3
VL11596,Volaris,Bogotá,Miami,Colombia,Internacional,Económica,12,Viernes,304,3800,0,0,False,,307.68,86.8,156,4.9,68.7
VL11071,Copa Airlines,Santiago,Lima,Chile,Internacional,Económica,6,Sábado,218,2400,6,8,False,,252.64,97.7,176,3.1,82.5
VL10093,Sky Airline,Santiago,São Paulo,Chile,Internacional,Económica,3,Sábado,232,2700,0,4,False,,,78.3,141,3.7,72.7
VL12529,Avianca,Cartagena,Bogotá,Colombia,Doméstica,Económica,3,Sábado,56,650,0,0,False,,56.86,77.0,139,4.7,72.8
VL11676,LATAM,Bogotá,Medellín,Colombia,Doméstica,Ejecutiva,4,Domingo,66,580,1,0,False,,163.29,90.4,199,4.9,79.0
VL11002,Volaris,Lima,Santiago,Perú,Internacional,Ejecutiva,7,Martes,211,2400,18,26,False,Clima,911.44,79.4,175,4.5,68.0
VL12932,Avianca,Bogotá,Medellín,Colombia,Doméstica,Económica,8,Lunes,63,580,0,14,False,,86.96,100.0,180,2.0,71.5
VL12470,Copa Airlines,Santiago,Lima,Chile,Internacional,Económica,6,Lunes,187,2400,47,38,False,Mecánico,253.58,92.9,167,3.1,83.3
VL10211,Copa Airlines,Buenos Aires,Lima,Argentina,Internacional,Económica,1,Domingo,243,3000,0,0,False,,419.62,69.6,125,5.0,80.6
VL11248,Copa Airlines,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Domingo,40,550,0,0,False,,61.92,100.0,180,5.0,81.1
VL10339,Copa Airlines,Ciudad Mx,Cancún,México,Doméstica,Económica,10,Jueves,136,1600,0,6,False,,175.99,70.6,127,4.3,80.8
VL11825,LATAM,Medellín,Ciudad Mx,Colombia,Internacional,Ejecutiva,2,Viernes,260,3400,0,3,False,,794.03,77.1,170,4.0,78.9
VL12838,Copa Airlines,Ciudad Mx,Miami,México,Internacional,Ejecutiva,12,Lunes,181,2100,0,7,False,,360.23,93.1,205,3.3,81.7
VL12456,Avianca,Lima,Buenos Aires,Perú,Internacional,Económica,8,Jueves,263,3100,0,2,False,,376.63,94.4,170,2.3,73.5
VL11672,Volaris,Lima,Santiago,Perú,Internacional,Ejecutiva,3,Martes,193,2400,0,8,False,,640.81,81.5,179,3.6,69.5
VL11805,Aeroméxico,Ciudad Mx,Miami,México,Internacional,Económica,4,Lunes,168,2100,44,43,False,Tripulación,217.86,86.8,156,3.4,75.9
VL11049,LATAM,Bogotá,Medellín,Colombia,Doméstica,Económica,9,Domingo,75,580,0,0,False,,65.69,92.1,166,5.0,77.8
VL12894,Aeroméxico,Ciudad Mx,Cancún,México,Doméstica,Económica,9,Miércoles,139,1600,0,2,False,,157.63,77.6,140,4.2,73.4
VL12109,Viva Air,Cartagena,Bogotá,Colombia,Doméstica,Ejecutiva,7,Sábado,56,650,0,0,False,,219.62,59.1,130,,64.7
VL10009,LATAM,Buenos Aires,Lima,Argentina,Internacional,Económica,9,Viernes,232,3000,22,13,False,Clima,395.17,93.8,169,2.2,78.7
VL10791,LATAM,Santiago,São Paulo,Chile,Internacional,Económica,2,Viernes,231,2700,0,3,False,,286.41,79.4,143,3.2,78.0
VL12841,LATAM,Ciudad Mx,Miami,México,Internacional,Ejecutiva,5,Viernes,172,2100,0,0,False,,417.05,89.2,196,5.0,78.8
VL10960,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,11,Viernes,58,580,0,0,False,,63.96,86.8,156,5.0,77.1
VL10173,LATAM,Santiago,Lima,Chile,Internacional,Ejecutiva,6,Lunes,206,2400,50,55,False,Operacional,599.95,80.1,176,3.4,78.4
VL11025,Volaris,Lima,Buenos Aires,Perú,Internacional,Económica,5,Martes,255,3100,89,82,False,Aeropuerto,269.18,67.4,121,,69.5
VL11919,Avianca,Ciudad Mx,Bogotá,México,Internacional,Económica,12,Miércoles,255,3200,0,10,False,,312.8,78.9,142,2.7,68.4
VL12949,Volaris,Guadalajara,Ciudad Mx,México,Doméstica,Económica,4,Sábado,53,550,0,0,False,,91.06,94.8,171,3.9,67.2
VL11555,Aeroméxico,Santiago,Lima,Chile,Internacional,Económica,7,Viernes,175,2400,0,0,False,,267.01,78.7,142,4.0,73.5
VL12017,Avianca,Lima,Santiago,Perú,Internacional,Económica,8,Domingo,174,2400,0,7,False,,,79.5,143,4.9,73.7
VL10792,Copa Airlines,Medellín,Ciudad Mx,Colombia,Internacional,Económica,5,Lunes,280,3400,11,4,False,,275.85,61.5,111,2.4,82.3
VL12021,Aeroméxico,Santiago,São Paulo,Chile,Internacional,Ejecutiva,1,Lunes,232,2700,0,1,True,,642.67,81.8,180,2.7,74.7
VL12802,Avianca,Guadalajara,Ciudad Mx,México,Doméstica,Económica,1,Jueves,59,550,17,12,False,Aeropuerto,85.35,75.9,137,4.1,69.7
VL11519,LATAM,Guadalajara,Ciudad Mx,México,Doméstica,Económica,10,Sábado,54,550,0,1,False,,30.0,100.0,180,2.5,77.6
VL12272,Avianca,Medellín,Ciudad Mx,Colombia,Internacional,Económica,9,Viernes,254,3400,48,70,False,Tripulación,408.28,52.1,94,3.0,73.8
VL12075,Aeroméxico,Lima,Santiago,Perú,Internacional,Económica,11,Viernes,194,2400,0,0,False,,293.02,90.8,163,3.5,72.8
VL12290,Avianca,Santiago,São Paulo,Chile,Internacional,Primera,4,Viernes,207,2700,0,4,False,,1142.27,72.0,216,4.1,73.0
VL11957,Copa Airlines,Lima,Buenos Aires,Perú,Internacional,Ejecutiva,4,Sábado,218,3100,42,43,False,Clima,,67.3,148,4.1,83.3
VL10407,Viva Air,Bogotá,Medellín,Colombia,Doméstica,Económica,7,Viernes,58,580,0,11,False,,30.0,78.2,141,2.9,66.7
VL12046,Aeroméxico,Bogotá,Medellín,Colombia,Doméstica,Económica,8,Lunes,59,580,9,15,False,,,76.7,138,1.6,75.0
VL10331,Volaris,Ciudad Mx,Miami,México,Internacional,Económica,1,Sábado,171,2100,8,16,False,,125.93,79.9,144,,69.4
VL11326,LATAM,Santiago,Lima,Chile,Internacional,Económica,11,Jueves,211,2400,0,6,False,,124.29,75.8,136,2.3,79.9
VL12453,Aeroméxico,Ciudad Mx,Bogotá,México,Internacional,Económica,8,Jueves,286,3200,0,11,False,,229.34,80.2,144,3.1,74.3
VL10167,LATAM,Santiago,Lima,Chile,Internacional,Primera,1,Martes,185,2400,0,0,False,,1306.19,71.8,215,4.9,75.6
VL11487,Avianca,Buenos Aires,Lima,Argentina,Internacional,Primera,11,Domingo,249,3000,0,0,False,,,72.0,216,4.3,72.9
VL10780,Avianca,Buenos Aires,Lima,Argentina,Internacional,Económica,10,Jueves,206,3000,15,22,False,,251.6,97.5,176,3.6,70.0
VL11983,Sky Airline,Lima,Buenos Aires,Perú,Internacional,Económica,4,Jueves,247,3100,117,116,False,Clima,221.38,93.8,169,2.9,73.2
VL11708,Volaris,Cancún,Bogotá,México,Internacional,Económica,7,Sábado,283,3500,56,64,False,Clima,275.1,100.0,180,3.1,66.5
VL10189,Volaris,Santiago,Lima,Chile,Internacional,Económica,6,Sábado,189,2400,51,44,False,Operacional,222.83,92.1,166,2.3,66.7
VL10575,Avianca,Guadalajara,Ciudad Mx,México,Doméstica,Económica,3,Miércoles,62,550,0,17,False,,51.45,90.5,163,1.9,74.8
